date,Morning Sickness,isPartial,state,symptom
2014-08-01,43,False,WV,Morning Sickness
2014-09-01,31,False,WV,Morning Sickness
2014-10-01,18,False,WV,Morning Sickness
2014-11-01,26,False,WV,Morning Sickness
2014-12-01,20,False,WV,Morning Sickness
2015-01-01,27,False,WV,Morning Sickness
2015-02-01,19,False,WV,Morning Sickness
2015-03-01,14,False,WV,Morning Sickness
2015-04-01,18,False,WV,Morning Sickness
2015-05-01,25,False,WV,Morning Sickness
2015-06-01,17,False,WV,Morning Sickness
2015-07-01,28,False,WV,Morning Sickness
2015-08-01,33,False,WV,Morning Sickness
2015-09-01,17,False,WV,Morning Sickness
2015-10-01,19,False,WV,Morning Sickness
2015-11-01,15,False,WV,Morning Sickness
2015-12-01,29,False,WV,Morning Sickness
2016-01-01,14,False,WV,Morning Sickness
2016-02-01,28,False,WV,Morning Sickness
2016-03-01,23,False,WV,Morning Sickness
2016-04-01,23,False,WV,Morning Sickness
2016-05-01,25,False,WV,Morning Sickness
2016-06-01,23,False,WV,Morning Sickness
2016-07-01,18,False,WV,Morning Sickness
2016-08-01,18,False,WV,Morning Sickness
2016-09-01,26,False,WV,Morning Sickness
2016-10-01,19,False,WV,Morning Sickness
2016-11-01,22,False,WV,Morning Sickness
2016-12-01,17,False,WV,Morning Sickness
2017-01-01,24,False,WV,Morning Sickness
2017-02-01,23,False,WV,Morning Sickness
2017-03-01,22,False,WV,Morning Sickness
2017-04-01,18,False,WV,Morning Sickness
2017-05-01,23,False,WV,Morning Sickness
2017-06-01,25,False,WV,Morning Sickness
2017-07-01,24,False,WV,Morning Sickness
2017-08-01,15,False,WV,Morning Sickness
2017-09-01,25,False,WV,Morning Sickness
2017-10-01,27,False,WV,Morning Sickness
2017-11-01,20,False,WV,Morning Sickness
2017-12-01,21,False,WV,Morning Sickness
2018-01-01,15,False,WV,Morning Sickness
2018-02-01,21,False,WV,Morning Sickness
2018-03-01,21,False,WV,Morning Sickness
2018-04-01,22,False,WV,Morning Sickness
2018-05-01,22,False,WV,Morning Sickness
2018-06-01,27,False,WV,Morning Sickness
2018-07-01,19,False,WV,Morning Sickness
2018-08-01,27,False,WV,Morning Sickness
2018-09-01,25,True,WV,Morning Sickness
date,Morning Sickness,isPartial,state,symptom
2004-01-01,62,False,WI,Morning Sickness
2004-02-01,74,False,WI,Morning Sickness
2004-03-01,0,False,WI,Morning Sickness
2004-04-01,100,False,WI,Morning Sickness
2004-05-01,39,False,WI,Morning Sickness
2004-06-01,57,False,WI,Morning Sickness
2004-07-01,29,False,WI,Morning Sickness
2004-08-01,53,False,WI,Morning Sickness
2004-09-01,48,False,WI,Morning Sickness
2004-10-01,0,False,WI,Morning Sickness
2004-11-01,25,False,WI,Morning Sickness
2004-12-01,32,False,WI,Morning Sickness
2005-01-01,29,False,WI,Morning Sickness
2005-02-01,40,False,WI,Morning Sickness
2005-03-01,17,False,WI,Morning Sickness
2005-04-01,29,False,WI,Morning Sickness
2005-05-01,25,False,WI,Morning Sickness
2005-06-01,57,False,WI,Morning Sickness
2005-07-01,37,False,WI,Morning Sickness
2005-08-01,44,False,WI,Morning Sickness
2005-09-01,48,False,WI,Morning Sickness
2005-10-01,15,False,WI,Morning Sickness
2005-11-01,37,False,WI,Morning Sickness
2005-12-01,27,False,WI,Morning Sickness
2006-01-01,19,False,WI,Morning Sickness
2006-02-01,38,False,WI,Morning Sickness
2006-03-01,22,False,WI,Morning Sickness
2006-04-01,36,False,WI,Morning Sickness
2006-05-01,40,False,WI,Morning Sickness
2006-06-01,57,False,WI,Morning Sickness
2006-07-01,30,False,WI,Morning Sickness
2006-08-01,39,False,WI,Morning Sickness
2006-09-01,38,False,WI,Morning Sickness
2006-10-01,34,False,WI,Morning Sickness
2006-11-01,40,False,WI,Morning Sickness
2006-12-01,30,False,WI,Morning Sickness
2007-01-01,23,False,WI,Morning Sickness
2007-02-01,37,False,WI,Morning Sickness
2007-03-01,25,False,WI,Morning Sickness
2007-04-01,73,False,WI,Morning Sickness
2007-05-01,48,False,WI,Morning Sickness
2007-06-01,40,False,WI,Morning Sickness
2007-07-01,38,False,WI,Morning Sickness
2007-08-01,56,False,WI,Morning Sickness
2007-09-01,28,False,WI,Morning Sickness
2007-10-01,46,False,WI,Morning Sickness
2007-11-01,57,False,WI,Morning Sickness
2007-12-01,26,False,WI,Morning Sickness
2008-01-01,30,False,WI,Morning Sickness
2008-02-01,37,False,WI,Morning Sickness
2008-03-01,44,False,WI,Morning Sickness
2008-04-01,54,False,WI,Morning Sickness
2008-05-01,33,False,WI,Morning Sickness
2008-06-01,33,False,WI,Morning Sickness
2008-07-01,39,False,WI,Morning Sickness
2008-08-01,31,False,WI,Morning Sickness
2008-09-01,59,False,WI,Morning Sickness
2008-10-01,20,False,WI,Morning Sickness
2008-11-01,16,False,WI,Morning Sickness
2008-12-01,40,False,WI,Morning Sickness
2009-01-01,32,False,WI,Morning Sickness
2009-02-01,33,False,WI,Morning Sickness
2009-03-01,14,False,WI,Morning Sickness
2009-04-01,38,False,WI,Morning Sickness
2009-05-01,33,False,WI,Morning Sickness
2009-06-01,35,False,WI,Morning Sickness
2009-07-01,44,False,WI,Morning Sickness
2009-08-01,31,False,WI,Morning Sickness
2009-09-01,33,False,WI,Morning Sickness
2009-10-01,22,False,WI,Morning Sickness
2009-11-01,35,False,WI,Morning Sickness
2009-12-01,37,False,WI,Morning Sickness
2010-01-01,58,False,WI,Morning Sickness
2010-02-01,30,False,WI,Morning Sickness
2010-03-01,40,False,WI,Morning Sickness
2010-04-01,54,False,WI,Morning Sickness
2010-05-01,54,False,WI,Morning Sickness
2010-06-01,21,False,WI,Morning Sickness
2010-07-01,29,False,WI,Morning Sickness
2010-08-01,49,False,WI,Morning Sickness
2010-09-01,46,False,WI,Morning Sickness
2010-10-01,50,False,WI,Morning Sickness
2010-11-01,44,False,WI,Morning Sickness
2010-12-01,39,False,WI,Morning Sickness
2011-01-01,50,False,WI,Morning Sickness
2011-02-01,34,False,WI,Morning Sickness
2011-03-01,51,False,WI,Morning Sickness
2011-04-01,43,False,WI,Morning Sickness
2011-05-01,34,False,WI,Morning Sickness
2011-06-01,45,False,WI,Morning Sickness
2011-07-01,62,False,WI,Morning Sickness
2011-08-01,49,False,WI,Morning Sickness
2011-09-01,65,False,WI,Morning Sickness
2011-10-01,58,False,WI,Morning Sickness
2011-11-01,52,False,WI,Morning Sickness
2011-12-01,41,False,WI,Morning Sickness
2012-01-01,40,False,WI,Morning Sickness
2012-02-01,40,False,WI,Morning Sickness
2012-03-01,46,False,WI,Morning Sickness
2012-04-01,30,False,WI,Morning Sickness
2012-05-01,34,False,WI,Morning Sickness
2012-06-01,55,False,WI,Morning Sickness
2012-07-01,66,False,WI,Morning Sickness
2012-08-01,58,False,WI,Morning Sickness
2012-09-01,57,False,WI,Morning Sickness
2012-10-01,55,False,WI,Morning Sickness
2012-11-01,46,False,WI,Morning Sickness
2012-12-01,62,False,WI,Morning Sickness
2013-01-01,46,False,WI,Morning Sickness
2013-02-01,44,False,WI,Morning Sickness
2013-03-01,57,False,WI,Morning Sickness
2013-04-01,57,False,WI,Morning Sickness
2013-05-01,38,False,WI,Morning Sickness
2013-06-01,65,False,WI,Morning Sickness
2013-07-01,39,False,WI,Morning Sickness
2013-08-01,55,False,WI,Morning Sickness
2013-09-01,51,False,WI,Morning Sickness
2013-10-01,46,False,WI,Morning Sickness
2013-11-01,47,False,WI,Morning Sickness
2013-12-01,49,False,WI,Morning Sickness
2014-01-01,56,False,WI,Morning Sickness
2014-02-01,50,False,WI,Morning Sickness
2014-03-01,50,False,WI,Morning Sickness
2014-04-01,54,False,WI,Morning Sickness
2014-05-01,54,False,WI,Morning Sickness
2014-06-01,58,False,WI,Morning Sickness
2014-07-01,49,False,WI,Morning Sickness
2014-08-01,48,False,WI,Morning Sickness
2014-09-01,49,False,WI,Morning Sickness
2014-10-01,41,False,WI,Morning Sickness
2014-11-01,42,False,WI,Morning Sickness
2014-12-01,49,False,WI,Morning Sickness
2015-01-01,57,False,WI,Morning Sickness
2015-02-01,50,False,WI,Morning Sickness
2015-03-01,53,False,WI,Morning Sickness
2015-04-01,38,False,WI,Morning Sickness
2015-05-01,45,False,WI,Morning Sickness
2015-06-01,38,False,WI,Morning Sickness
2015-07-01,49,False,WI,Morning Sickness
2015-08-01,53,False,WI,Morning Sickness
2015-09-01,34,False,WI,Morning Sickness
2015-10-01,55,False,WI,Morning Sickness
2015-11-01,51,False,WI,Morning Sickness
2015-12-01,49,False,WI,Morning Sickness
2016-01-01,51,False,WI,Morning Sickness
2016-02-01,47,False,WI,Morning Sickness
2016-03-01,47,False,WI,Morning Sickness
2016-04-01,40,False,WI,Morning Sickness
2016-05-01,37,False,WI,Morning Sickness
2016-06-01,50,False,WI,Morning Sickness
2016-07-01,44,False,WI,Morning Sickness
2016-08-01,52,False,WI,Morning Sickness
2016-09-01,43,False,WI,Morning Sickness
2016-10-01,44,False,WI,Morning Sickness
2016-11-01,42,False,WI,Morning Sickness
2016-12-01,38,False,WI,Morning Sickness
2017-01-01,50,False,WI,Morning Sickness
2017-02-01,40,False,WI,Morning Sickness
2017-03-01,45,False,WI,Morning Sickness
2017-04-01,45,False,WI,Morning Sickness
2017-05-01,46,False,WI,Morning Sickness
2017-06-01,49,False,WI,Morning Sickness
2017-07-01,59,False,WI,Morning Sickness
2017-08-01,50,False,WI,Morning Sickness
2017-09-01,48,False,WI,Morning Sickness
2017-10-01,41,False,WI,Morning Sickness
2017-11-01,53,False,WI,Morning Sickness
2017-12-01,43,False,WI,Morning Sickness
2018-01-01,50,False,WI,Morning Sickness
2018-02-01,52,False,WI,Morning Sickness
2018-03-01,45,False,WI,Morning Sickness
2018-04-01,57,False,WI,Morning Sickness
2018-05-01,45,False,WI,Morning Sickness
2018-06-01,50,False,WI,Morning Sickness
2018-07-01,49,False,WI,Morning Sickness
2018-08-01,39,False,WI,Morning Sickness
2018-09-01,40,True,WI,Morning Sickness
date,Morning Sickness,isPartial,state,symptom
2004-01-01,0,False,WY,Morning Sickness
2004-02-01,0,False,WY,Morning Sickness
2004-03-01,0,False,WY,Morning Sickness
2004-04-01,0,False,WY,Morning Sickness
2004-05-01,0,False,WY,Morning Sickness
2004-06-01,0,False,WY,Morning Sickness
2004-07-01,0,False,WY,Morning Sickness
2004-08-01,0,False,WY,Morning Sickness
2004-09-01,0,False,WY,Morning Sickness
2004-10-01,0,False,WY,Morning Sickness
2004-11-01,0,False,WY,Morning Sickness
2004-12-01,0,False,WY,Morning Sickness
2005-01-01,0,False,WY,Morning Sickness
2005-02-01,0,False,WY,Morning Sickness
2005-03-01,62,False,WY,Morning Sickness
2005-04-01,0,False,WY,Morning Sickness
2005-05-01,0,False,WY,Morning Sickness
2005-06-01,0,False,WY,Morning Sickness
2005-07-01,0,False,WY,Morning Sickness
2005-08-01,0,False,WY,Morning Sickness
2005-09-01,58,False,WY,Morning Sickness
2005-10-01,54,False,WY,Morning Sickness
2005-11-01,0,False,WY,Morning Sickness
2005-12-01,51,False,WY,Morning Sickness
2006-01-01,0,False,WY,Morning Sickness
2006-02-01,0,False,WY,Morning Sickness
2006-03-01,0,False,WY,Morning Sickness
2006-04-01,0,False,WY,Morning Sickness
2006-05-01,0,False,WY,Morning Sickness
2006-06-01,52,False,WY,Morning Sickness
2006-07-01,0,False,WY,Morning Sickness
2006-08-01,0,False,WY,Morning Sickness
2006-09-01,0,False,WY,Morning Sickness
2006-10-01,37,False,WY,Morning Sickness
2006-11-01,37,False,WY,Morning Sickness
2006-12-01,36,False,WY,Morning Sickness
2007-01-01,0,False,WY,Morning Sickness
2007-02-01,33,False,WY,Morning Sickness
2007-03-01,0,False,WY,Morning Sickness
2007-04-01,0,False,WY,Morning Sickness
2007-05-01,30,False,WY,Morning Sickness
2007-06-01,33,False,WY,Morning Sickness
2007-07-01,31,False,WY,Morning Sickness
2007-08-01,29,False,WY,Morning Sickness
2007-09-01,57,False,WY,Morning Sickness
2007-10-01,100,False,WY,Morning Sickness
2007-11-01,25,False,WY,Morning Sickness
2007-12-01,25,False,WY,Morning Sickness
2008-01-01,22,False,WY,Morning Sickness
2008-02-01,22,False,WY,Morning Sickness
2008-03-01,0,False,WY,Morning Sickness
2008-04-01,65,False,WY,Morning Sickness
2008-05-01,67,False,WY,Morning Sickness
2008-06-01,0,False,WY,Morning Sickness
2008-07-01,25,False,WY,Morning Sickness
2008-08-01,24,False,WY,Morning Sickness
2008-09-01,0,False,WY,Morning Sickness
2008-10-01,0,False,WY,Morning Sickness
2008-11-01,22,False,WY,Morning Sickness
2008-12-01,21,False,WY,Morning Sickness
2009-01-01,20,False,WY,Morning Sickness
2009-02-01,20,False,WY,Morning Sickness
2009-03-01,18,False,WY,Morning Sickness
2009-04-01,19,False,WY,Morning Sickness
2009-05-01,42,False,WY,Morning Sickness
2009-06-01,23,False,WY,Morning Sickness
2009-07-01,22,False,WY,Morning Sickness
2009-08-01,22,False,WY,Morning Sickness
2009-09-01,21,False,WY,Morning Sickness
2009-10-01,20,False,WY,Morning Sickness
2009-11-01,45,False,WY,Morning Sickness
2009-12-01,43,False,WY,Morning Sickness
2010-01-01,20,False,WY,Morning Sickness
2010-02-01,32,False,WY,Morning Sickness
2010-03-01,20,False,WY,Morning Sickness
2010-04-01,42,False,WY,Morning Sickness
2010-05-01,0,False,WY,Morning Sickness
2010-06-01,0,False,WY,Morning Sickness
2010-07-01,24,False,WY,Morning Sickness
2010-08-01,23,False,WY,Morning Sickness
2010-09-01,27,False,WY,Morning Sickness
2010-10-01,14,False,WY,Morning Sickness
2010-11-01,13,False,WY,Morning Sickness
2010-12-01,12,False,WY,Morning Sickness
2011-01-01,19,False,WY,Morning Sickness
2011-02-01,26,False,WY,Morning Sickness
2011-03-01,18,False,WY,Morning Sickness
2011-04-01,63,False,WY,Morning Sickness
2011-05-01,20,False,WY,Morning Sickness
2011-06-01,15,False,WY,Morning Sickness
2011-07-01,43,False,WY,Morning Sickness
2011-08-01,32,False,WY,Morning Sickness
2011-09-01,19,False,WY,Morning Sickness
2011-10-01,18,False,WY,Morning Sickness
2011-11-01,17,False,WY,Morning Sickness
2011-12-01,23,False,WY,Morning Sickness
2012-01-01,20,False,WY,Morning Sickness
2012-02-01,10,False,WY,Morning Sickness
2012-03-01,26,False,WY,Morning Sickness
2012-04-01,11,False,WY,Morning Sickness
2012-05-01,16,False,WY,Morning Sickness
2012-06-01,23,False,WY,Morning Sickness
2012-07-01,22,False,WY,Morning Sickness
2012-08-01,22,False,WY,Morning Sickness
2012-09-01,31,False,WY,Morning Sickness
2012-10-01,14,False,WY,Morning Sickness
2012-11-01,9,False,WY,Morning Sickness
2012-12-01,42,False,WY,Morning Sickness
2013-01-01,13,False,WY,Morning Sickness
2013-02-01,9,False,WY,Morning Sickness
2013-03-01,25,False,WY,Morning Sickness
2013-04-01,0,False,WY,Morning Sickness
2013-05-01,22,False,WY,Morning Sickness
2013-06-01,10,False,WY,Morning Sickness
2013-07-01,17,False,WY,Morning Sickness
2013-08-01,34,False,WY,Morning Sickness
2013-09-01,24,False,WY,Morning Sickness
2013-10-01,38,False,WY,Morning Sickness
2013-11-01,27,False,WY,Morning Sickness
2013-12-01,35,False,WY,Morning Sickness
2014-01-01,11,False,WY,Morning Sickness
2014-02-01,23,False,WY,Morning Sickness
2014-03-01,25,False,WY,Morning Sickness
2014-04-01,11,False,WY,Morning Sickness
2014-05-01,27,False,WY,Morning Sickness
2014-06-01,19,False,WY,Morning Sickness
2014-07-01,13,False,WY,Morning Sickness
2014-08-01,9,False,WY,Morning Sickness
2014-09-01,20,False,WY,Morning Sickness
2014-10-01,23,False,WY,Morning Sickness
2014-11-01,16,False,WY,Morning Sickness
2014-12-01,23,False,WY,Morning Sickness
2015-01-01,22,False,WY,Morning Sickness
2015-02-01,19,False,WY,Morning Sickness
2015-03-01,18,False,WY,Morning Sickness
2015-04-01,43,False,WY,Morning Sickness
2015-05-01,7,False,WY,Morning Sickness
2015-06-01,24,False,WY,Morning Sickness
2015-07-01,37,False,WY,Morning Sickness
2015-08-01,29,False,WY,Morning Sickness
2015-09-01,17,False,WY,Morning Sickness
2015-10-01,23,False,WY,Morning Sickness
2015-11-01,10,False,WY,Morning Sickness
2015-12-01,29,False,WY,Morning Sickness
2016-01-01,26,False,WY,Morning Sickness
2016-02-01,6,False,WY,Morning Sickness
2016-03-01,22,False,WY,Morning Sickness
2016-04-01,15,False,WY,Morning Sickness
2016-05-01,20,False,WY,Morning Sickness
2016-06-01,16,False,WY,Morning Sickness
2016-07-01,18,False,WY,Morning Sickness
2016-08-01,9,False,WY,Morning Sickness
2016-09-01,8,False,WY,Morning Sickness
2016-10-01,17,False,WY,Morning Sickness
2016-11-01,16,False,WY,Morning Sickness
2016-12-01,24,False,WY,Morning Sickness
2017-01-01,15,False,WY,Morning Sickness
2017-02-01,30,False,WY,Morning Sickness
2017-03-01,12,False,WY,Morning Sickness
2017-04-01,21,False,WY,Morning Sickness
2017-05-01,26,False,WY,Morning Sickness
2017-06-01,17,False,WY,Morning Sickness
2017-07-01,20,False,WY,Morning Sickness
2017-08-01,22,False,WY,Morning Sickness
2017-09-01,9,False,WY,Morning Sickness
2017-10-01,24,False,WY,Morning Sickness
2017-11-01,17,False,WY,Morning Sickness
2017-12-01,23,False,WY,Morning Sickness
2018-01-01,26,False,WY,Morning Sickness
2018-02-01,15,False,WY,Morning Sickness
2018-03-01,26,False,WY,Morning Sickness
2018-04-01,15,False,WY,Morning Sickness
2018-05-01,27,False,WY,Morning Sickness
2018-06-01,15,False,WY,Morning Sickness
2018-07-01,19,False,WY,Morning Sickness
2018-08-01,31,False,WY,Morning Sickness
2018-09-01,28,True,WY,Morning Sickness
,state,symptom
,state,symptom
,state,symptom
,state,symptom
date,Synkinesis,isPartial,state,symptom
2004-01-01,0,False,CA,Synkinesis
2004-02-01,0,False,CA,Synkinesis
2004-03-01,0,False,CA,Synkinesis
2004-04-01,0,False,CA,Synkinesis
2004-05-01,0,False,CA,Synkinesis
2004-06-01,0,False,CA,Synkinesis
2004-07-01,0,False,CA,Synkinesis
2004-08-01,0,False,CA,Synkinesis
2004-09-01,0,False,CA,Synkinesis
2004-10-01,0,False,CA,Synkinesis
2004-11-01,0,False,CA,Synkinesis
2004-12-01,0,False,CA,Synkinesis
2005-01-01,0,False,CA,Synkinesis
2005-02-01,0,False,CA,Synkinesis
2005-03-01,0,False,CA,Synkinesis
2005-04-01,0,False,CA,Synkinesis
2005-05-01,0,False,CA,Synkinesis
2005-06-01,0,False,CA,Synkinesis
2005-07-01,0,False,CA,Synkinesis
2005-08-01,0,False,CA,Synkinesis
2005-09-01,0,False,CA,Synkinesis
2005-10-01,100,False,CA,Synkinesis
2005-11-01,0,False,CA,Synkinesis
2005-12-01,0,False,CA,Synkinesis
2006-01-01,0,False,CA,Synkinesis
2006-02-01,0,False,CA,Synkinesis
2006-03-01,0,False,CA,Synkinesis
2006-04-01,0,False,CA,Synkinesis
2006-05-01,0,False,CA,Synkinesis
2006-06-01,82,False,CA,Synkinesis
2006-07-01,80,False,CA,Synkinesis
2006-08-01,0,False,CA,Synkinesis
2006-09-01,75,False,CA,Synkinesis
2006-10-01,0,False,CA,Synkinesis
2006-11-01,69,False,CA,Synkinesis
2006-12-01,0,False,CA,Synkinesis
2007-01-01,0,False,CA,Synkinesis
2007-02-01,66,False,CA,Synkinesis
2007-03-01,0,False,CA,Synkinesis
2007-04-01,0,False,CA,Synkinesis
2007-05-01,48,False,CA,Synkinesis
2007-06-01,0,False,CA,Synkinesis
2007-07-01,0,False,CA,Synkinesis
2007-08-01,0,False,CA,Synkinesis
2007-09-01,0,False,CA,Synkinesis
2007-10-01,0,False,CA,Synkinesis
2007-11-01,42,False,CA,Synkinesis
2007-12-01,0,False,CA,Synkinesis
2008-01-01,0,False,CA,Synkinesis
2008-02-01,79,False,CA,Synkinesis
2008-03-01,38,False,CA,Synkinesis
2008-04-01,37,False,CA,Synkinesis
2008-05-01,37,False,CA,Synkinesis
2008-06-01,0,False,CA,Synkinesis
2008-07-01,37,False,CA,Synkinesis
2008-08-01,36,False,CA,Synkinesis
2008-09-01,0,False,CA,Synkinesis
2008-10-01,30,False,CA,Synkinesis
2008-11-01,0,False,CA,Synkinesis
2008-12-01,34,False,CA,Synkinesis
2009-01-01,0,False,CA,Synkinesis
2009-02-01,0,False,CA,Synkinesis
2009-03-01,0,False,CA,Synkinesis
2009-04-01,29,False,CA,Synkinesis
2009-05-01,28,False,CA,Synkinesis
2009-06-01,29,False,CA,Synkinesis
2009-07-01,54,False,CA,Synkinesis
2009-08-01,27,False,CA,Synkinesis
2009-09-01,26,False,CA,Synkinesis
2009-10-01,24,False,CA,Synkinesis
2009-11-01,0,False,CA,Synkinesis
2009-12-01,25,False,CA,Synkinesis
2010-01-01,23,False,CA,Synkinesis
2010-02-01,24,False,CA,Synkinesis
2010-03-01,0,False,CA,Synkinesis
2010-04-01,21,False,CA,Synkinesis
2010-05-01,22,False,CA,Synkinesis
2010-06-01,0,False,CA,Synkinesis
2010-07-01,0,False,CA,Synkinesis
2010-08-01,19,False,CA,Synkinesis
2010-09-01,37,False,CA,Synkinesis
2010-10-01,18,False,CA,Synkinesis
2010-11-01,0,False,CA,Synkinesis
2010-12-01,18,False,CA,Synkinesis
2011-01-01,0,False,CA,Synkinesis
2011-02-01,38,False,CA,Synkinesis
2011-03-01,51,False,CA,Synkinesis
2011-04-01,0,False,CA,Synkinesis
2011-05-01,17,False,CA,Synkinesis
2011-06-01,0,False,CA,Synkinesis
2011-07-01,0,False,CA,Synkinesis
2011-08-01,0,False,CA,Synkinesis
2011-09-01,15,False,CA,Synkinesis
2011-10-01,14,False,CA,Synkinesis
2011-11-01,14,False,CA,Synkinesis
2011-12-01,15,False,CA,Synkinesis
2012-01-01,0,False,CA,Synkinesis
2012-02-01,43,False,CA,Synkinesis
2012-03-01,13,False,CA,Synkinesis
2012-04-01,28,False,CA,Synkinesis
2012-05-01,20,False,CA,Synkinesis
2012-06-01,14,False,CA,Synkinesis
2012-07-01,27,False,CA,Synkinesis
2012-08-01,13,False,CA,Synkinesis
2012-09-01,21,False,CA,Synkinesis
2012-10-01,25,False,CA,Synkinesis
2012-11-01,13,False,CA,Synkinesis
2012-12-01,19,False,CA,Synkinesis
2013-01-01,18,False,CA,Synkinesis
2013-02-01,31,False,CA,Synkinesis
2013-03-01,23,False,CA,Synkinesis
2013-04-01,29,False,CA,Synkinesis
2013-05-01,0,False,CA,Synkinesis
2013-06-01,18,False,CA,Synkinesis
2013-07-01,22,False,CA,Synkinesis
2013-08-01,23,False,CA,Synkinesis
2013-09-01,12,False,CA,Synkinesis
2013-10-01,11,False,CA,Synkinesis
2013-11-01,36,False,CA,Synkinesis
2013-12-01,12,False,CA,Synkinesis
2014-01-01,0,False,CA,Synkinesis
2014-02-01,0,False,CA,Synkinesis
2014-03-01,27,False,CA,Synkinesis
2014-04-01,11,False,CA,Synkinesis
2014-05-01,12,False,CA,Synkinesis
2014-06-01,14,False,CA,Synkinesis
2014-07-01,13,False,CA,Synkinesis
2014-08-01,0,False,CA,Synkinesis
2014-09-01,14,False,CA,Synkinesis
2014-10-01,13,False,CA,Synkinesis
2014-11-01,13,False,CA,Synkinesis
2014-12-01,33,False,CA,Synkinesis
2015-01-01,38,False,CA,Synkinesis
2015-02-01,14,False,CA,Synkinesis
2015-03-01,32,False,CA,Synkinesis
2015-04-01,13,False,CA,Synkinesis
2015-05-01,26,False,CA,Synkinesis
2015-06-01,27,False,CA,Synkinesis
2015-07-01,13,False,CA,Synkinesis
2015-08-01,0,False,CA,Synkinesis
2015-09-01,13,False,CA,Synkinesis
2015-10-01,18,False,CA,Synkinesis
2015-11-01,26,False,CA,Synkinesis
2015-12-01,26,False,CA,Synkinesis
2016-01-01,19,False,CA,Synkinesis
2016-02-01,20,False,CA,Synkinesis
2016-03-01,18,False,CA,Synkinesis
2016-04-01,19,False,CA,Synkinesis
2016-05-01,28,False,CA,Synkinesis
2016-06-01,10,False,CA,Synkinesis
2016-07-01,15,False,CA,Synkinesis
2016-08-01,0,False,CA,Synkinesis
2016-09-01,20,False,CA,Synkinesis
2016-10-01,9,False,CA,Synkinesis
2016-11-01,14,False,CA,Synkinesis
2016-12-01,9,False,CA,Synkinesis
2017-01-01,18,False,CA,Synkinesis
2017-02-01,9,False,CA,Synkinesis
2017-03-01,17,False,CA,Synkinesis
2017-04-01,27,False,CA,Synkinesis
2017-05-01,18,False,CA,Synkinesis
2017-06-01,9,False,CA,Synkinesis
2017-07-01,14,False,CA,Synkinesis
2017-08-01,22,False,CA,Synkinesis
2017-09-01,27,False,CA,Synkinesis
2017-10-01,21,False,CA,Synkinesis
2017-11-01,0,False,CA,Synkinesis
2017-12-01,9,False,CA,Synkinesis
2018-01-01,35,False,CA,Synkinesis
2018-02-01,19,False,CA,Synkinesis
2018-03-01,25,False,CA,Synkinesis
2018-04-01,18,False,CA,Synkinesis
2018-05-01,0,False,CA,Synkinesis
2018-06-01,22,False,CA,Synkinesis
2018-07-01,13,False,CA,Synkinesis
2018-08-01,26,False,CA,Synkinesis
2018-09-01,0,True,CA,Synkinesis
date,Synkinesis,isPartial,state,symptom
2004-01-01,0,False,CO,Synkinesis
2004-02-01,0,False,CO,Synkinesis
2004-03-01,0,False,CO,Synkinesis
2004-04-01,0,False,CO,Synkinesis
2004-05-01,0,False,CO,Synkinesis
2004-06-01,0,False,CO,Synkinesis
2004-07-01,0,False,CO,Synkinesis
2004-08-01,0,False,CO,Synkinesis
2004-09-01,0,False,CO,Synkinesis
2004-10-01,0,False,CO,Synkinesis
2004-11-01,0,False,CO,Synkinesis
2004-12-01,0,False,CO,Synkinesis
2005-01-01,0,False,CO,Synkinesis
2005-02-01,0,False,CO,Synkinesis
2005-03-01,0,False,CO,Synkinesis
2005-04-01,0,False,CO,Synkinesis
2005-05-01,0,False,CO,Synkinesis
2005-06-01,0,False,CO,Synkinesis
2005-07-01,0,False,CO,Synkinesis
2005-08-01,0,False,CO,Synkinesis
2005-09-01,0,False,CO,Synkinesis
2005-10-01,0,False,CO,Synkinesis
2005-11-01,0,False,CO,Synkinesis
2005-12-01,0,False,CO,Synkinesis
2006-01-01,0,False,CO,Synkinesis
2006-02-01,0,False,CO,Synkinesis
2006-03-01,0,False,CO,Synkinesis
2006-04-01,0,False,CO,Synkinesis
2006-05-01,0,False,CO,Synkinesis
2006-06-01,0,False,CO,Synkinesis
2006-07-01,0,False,CO,Synkinesis
2006-08-01,0,False,CO,Synkinesis
2006-09-01,0,False,CO,Synkinesis
2006-10-01,0,False,CO,Synkinesis
2006-11-01,0,False,CO,Synkinesis
2006-12-01,0,False,CO,Synkinesis
2007-01-01,0,False,CO,Synkinesis
2007-02-01,0,False,CO,Synkinesis
2007-03-01,0,False,CO,Synkinesis
2007-04-01,0,False,CO,Synkinesis
2007-05-01,0,False,CO,Synkinesis
2007-06-01,0,False,CO,Synkinesis
2007-07-01,0,False,CO,Synkinesis
2007-08-01,0,False,CO,Synkinesis
2007-09-01,0,False,CO,Synkinesis
2007-10-01,0,False,CO,Synkinesis
2007-11-01,0,False,CO,Synkinesis
2007-12-01,0,False,CO,Synkinesis
2008-01-01,0,False,CO,Synkinesis
2008-02-01,0,False,CO,Synkinesis
2008-03-01,0,False,CO,Synkinesis
2008-04-01,100,False,CO,Synkinesis
2008-05-01,0,False,CO,Synkinesis
2008-06-01,0,False,CO,Synkinesis
2008-07-01,0,False,CO,Synkinesis
2008-08-01,0,False,CO,Synkinesis
2008-09-01,0,False,CO,Synkinesis
2008-10-01,0,False,CO,Synkinesis
2008-11-01,0,False,CO,Synkinesis
2008-12-01,0,False,CO,Synkinesis
