,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
date,Pain Postoperative,isPartial,state,symptom
2008-11-01,0,False,CT,Hearing Loss Sensorineural
2008-12-01,0,False,CT,Hearing Loss Sensorineural
2009-01-01,0,False,CT,Hearing Loss Sensorineural
2009-02-01,0,False,CT,Hearing Loss Sensorineural
2009-03-01,0,False,CT,Hearing Loss Sensorineural
2009-04-01,18,False,CT,Hearing Loss Sensorineural
2009-05-01,17,False,CT,Hearing Loss Sensorineural
2009-06-01,0,False,CT,Hearing Loss Sensorineural
2009-07-01,0,False,CT,Hearing Loss Sensorineural
2009-08-01,18,False,CT,Hearing Loss Sensorineural
2009-09-01,0,False,CT,Hearing Loss Sensorineural
2009-10-01,0,False,CT,Hearing Loss Sensorineural
2009-11-01,0,False,CT,Hearing Loss Sensorineural
2009-12-01,16,False,CT,Hearing Loss Sensorineural
2010-01-01,0,False,CT,Hearing Loss Sensorineural
2010-02-01,0,False,CT,Hearing Loss Sensorineural
2010-03-01,0,False,CT,Hearing Loss Sensorineural
2010-04-01,16,False,CT,Hearing Loss Sensorineural
2010-05-01,16,False,CT,Hearing Loss Sensorineural
2010-06-01,0,False,CT,Hearing Loss Sensorineural
2010-07-01,17,False,CT,Hearing Loss Sensorineural
2010-08-01,0,False,CT,Hearing Loss Sensorineural
2010-09-01,0,False,CT,Hearing Loss Sensorineural
2010-10-01,0,False,CT,Hearing Loss Sensorineural
2010-11-01,0,False,CT,Hearing Loss Sensorineural
2010-12-01,29,False,CT,Hearing Loss Sensorineural
2011-01-01,9,False,CT,Hearing Loss Sensorineural
2011-02-01,0,False,CT,Hearing Loss Sensorineural
2011-03-01,9,False,CT,Hearing Loss Sensorineural
2011-04-01,9,False,CT,Hearing Loss Sensorineural
2011-05-01,9,False,CT,Hearing Loss Sensorineural
2011-06-01,0,False,CT,Hearing Loss Sensorineural
2011-07-01,0,False,CT,Hearing Loss Sensorineural
2011-08-01,0,False,CT,Hearing Loss Sensorineural
2011-09-01,9,False,CT,Hearing Loss Sensorineural
2011-10-01,17,False,CT,Hearing Loss Sensorineural
2011-11-01,9,False,CT,Hearing Loss Sensorineural
2011-12-01,0,False,CT,Hearing Loss Sensorineural
2012-01-01,22,False,CT,Hearing Loss Sensorineural
2012-02-01,8,False,CT,Hearing Loss Sensorineural
2012-03-01,16,False,CT,Hearing Loss Sensorineural
2012-04-01,8,False,CT,Hearing Loss Sensorineural
2012-05-01,15,False,CT,Hearing Loss Sensorineural
2012-06-01,8,False,CT,Hearing Loss Sensorineural
2012-07-01,8,False,CT,Hearing Loss Sensorineural
2012-08-01,0,False,CT,Hearing Loss Sensorineural
2012-09-01,0,False,CT,Hearing Loss Sensorineural
2012-10-01,14,False,CT,Hearing Loss Sensorineural
2012-11-01,22,False,CT,Hearing Loss Sensorineural
2012-12-01,0,False,CT,Hearing Loss Sensorineural
2013-01-01,0,False,CT,Hearing Loss Sensorineural
2013-02-01,21,False,CT,Hearing Loss Sensorineural
2013-03-01,6,False,CT,Hearing Loss Sensorineural
2013-04-01,6,False,CT,Hearing Loss Sensorineural
2013-05-01,6,False,CT,Hearing Loss Sensorineural
2013-06-01,14,False,CT,Hearing Loss Sensorineural
2013-07-01,0,False,CT,Hearing Loss Sensorineural
2013-08-01,13,False,CT,Hearing Loss Sensorineural
2013-09-01,6,False,CT,Hearing Loss Sensorineural
2013-10-01,9,False,CT,Hearing Loss Sensorineural
2013-11-01,6,False,CT,Hearing Loss Sensorineural
2013-12-01,12,False,CT,Hearing Loss Sensorineural
2014-01-01,6,False,CT,Hearing Loss Sensorineural
2014-02-01,9,False,CT,Hearing Loss Sensorineural
2014-03-01,11,False,CT,Hearing Loss Sensorineural
2014-04-01,9,False,CT,Hearing Loss Sensorineural
2014-05-01,5,False,CT,Hearing Loss Sensorineural
2014-06-01,0,False,CT,Hearing Loss Sensorineural
2014-07-01,0,False,CT,Hearing Loss Sensorineural
2014-08-01,9,False,CT,Hearing Loss Sensorineural
2014-09-01,17,False,CT,Hearing Loss Sensorineural
2014-10-01,16,False,CT,Hearing Loss Sensorineural
2014-11-01,0,False,CT,Hearing Loss Sensorineural
2014-12-01,13,False,CT,Hearing Loss Sensorineural
2015-01-01,8,False,CT,Hearing Loss Sensorineural
2015-02-01,0,False,CT,Hearing Loss Sensorineural
2015-03-01,24,False,CT,Hearing Loss Sensorineural
2015-04-01,21,False,CT,Hearing Loss Sensorineural
2015-05-01,0,False,CT,Hearing Loss Sensorineural
2015-06-01,8,False,CT,Hearing Loss Sensorineural
2015-07-01,8,False,CT,Hearing Loss Sensorineural
2015-08-01,0,False,CT,Hearing Loss Sensorineural
2015-09-01,14,False,CT,Hearing Loss Sensorineural
2015-10-01,13,False,CT,Hearing Loss Sensorineural
2015-11-01,7,False,CT,Hearing Loss Sensorineural
2015-12-01,13,False,CT,Hearing Loss Sensorineural
2016-01-01,15,False,CT,Hearing Loss Sensorineural
2016-02-01,5,False,CT,Hearing Loss Sensorineural
2016-03-01,0,False,CT,Hearing Loss Sensorineural
2016-04-01,5,False,CT,Hearing Loss Sensorineural
2016-05-01,5,False,CT,Hearing Loss Sensorineural
2016-06-01,8,False,CT,Hearing Loss Sensorineural
2016-07-01,5,False,CT,Hearing Loss Sensorineural
2016-08-01,5,False,CT,Hearing Loss Sensorineural
2016-09-01,10,False,CT,Hearing Loss Sensorineural
2016-10-01,0,False,CT,Hearing Loss Sensorineural
2016-11-01,5,False,CT,Hearing Loss Sensorineural
2016-12-01,9,False,CT,Hearing Loss Sensorineural
2017-01-01,7,False,CT,Hearing Loss Sensorineural
2017-02-01,5,False,CT,Hearing Loss Sensorineural
2017-03-01,9,False,CT,Hearing Loss Sensorineural
2017-04-01,7,False,CT,Hearing Loss Sensorineural
2017-05-01,7,False,CT,Hearing Loss Sensorineural
2017-06-01,5,False,CT,Hearing Loss Sensorineural
2017-07-01,5,False,CT,Hearing Loss Sensorineural
2017-08-01,5,False,CT,Hearing Loss Sensorineural
2017-09-01,5,False,CT,Hearing Loss Sensorineural
2017-10-01,13,False,CT,Hearing Loss Sensorineural
2017-11-01,13,False,CT,Hearing Loss Sensorineural
2017-12-01,11,False,CT,Hearing Loss Sensorineural
2018-01-01,6,False,CT,Hearing Loss Sensorineural
2018-02-01,14,False,CT,Hearing Loss Sensorineural
2018-03-01,4,False,CT,Hearing Loss Sensorineural
2018-04-01,4,False,CT,Hearing Loss Sensorineural
2018-05-01,8,False,CT,Hearing Loss Sensorineural
2018-06-01,15,False,CT,Hearing Loss Sensorineural
2018-07-01,7,False,CT,Hearing Loss Sensorineural
2018-08-01,11,False,CT,Hearing Loss Sensorineural
2018-09-01,0,True,CT,Hearing Loss Sensorineural
,state,symptom
,state,symptom
date,Hearing Loss Sensorineural,isPartial,state,symptom
2004-01-01,0,False,FL,Hearing Loss Sensorineural
2004-02-01,78,False,FL,Hearing Loss Sensorineural
2004-03-01,100,False,FL,Hearing Loss Sensorineural
2004-04-01,0,False,FL,Hearing Loss Sensorineural
2004-05-01,0,False,FL,Hearing Loss Sensorineural
2004-06-01,0,False,FL,Hearing Loss Sensorineural
2004-07-01,0,False,FL,Hearing Loss Sensorineural
2004-08-01,0,False,FL,Hearing Loss Sensorineural
2004-09-01,56,False,FL,Hearing Loss Sensorineural
2004-10-01,0,False,FL,Hearing Loss Sensorineural
2004-11-01,0,False,FL,Hearing Loss Sensorineural
2004-12-01,0,False,FL,Hearing Loss Sensorineural
2005-01-01,0,False,FL,Hearing Loss Sensorineural
2005-02-01,47,False,FL,Hearing Loss Sensorineural
2005-03-01,0,False,FL,Hearing Loss Sensorineural
2005-04-01,43,False,FL,Hearing Loss Sensorineural
2005-05-01,40,False,FL,Hearing Loss Sensorineural
2005-06-01,0,False,FL,Hearing Loss Sensorineural
2005-07-01,0,False,FL,Hearing Loss Sensorineural
2005-08-01,0,False,FL,Hearing Loss Sensorineural
2005-09-01,33,False,FL,Hearing Loss Sensorineural
2005-10-01,0,False,FL,Hearing Loss Sensorineural
2005-11-01,33,False,FL,Hearing Loss Sensorineural
2005-12-01,61,False,FL,Hearing Loss Sensorineural
2006-01-01,27,False,FL,Hearing Loss Sensorineural
2006-02-01,28,False,FL,Hearing Loss Sensorineural
2006-03-01,25,False,FL,Hearing Loss Sensorineural
2006-04-01,0,False,FL,Hearing Loss Sensorineural
2006-05-01,24,False,FL,Hearing Loss Sensorineural
2006-06-01,25,False,FL,Hearing Loss Sensorineural
2006-07-01,24,False,FL,Hearing Loss Sensorineural
2006-08-01,21,False,FL,Hearing Loss Sensorineural
2006-09-01,0,False,FL,Hearing Loss Sensorineural
2006-10-01,20,False,FL,Hearing Loss Sensorineural
2006-11-01,0,False,FL,Hearing Loss Sensorineural
2006-12-01,0,False,FL,Hearing Loss Sensorineural
2007-01-01,0,False,FL,Hearing Loss Sensorineural
2007-02-01,0,False,FL,Hearing Loss Sensorineural
2007-03-01,17,False,FL,Hearing Loss Sensorineural
2007-04-01,0,False,FL,Hearing Loss Sensorineural
2007-05-01,0,False,FL,Hearing Loss Sensorineural
2007-06-01,0,False,FL,Hearing Loss Sensorineural
2007-07-01,15,False,FL,Hearing Loss Sensorineural
2007-08-01,15,False,FL,Hearing Loss Sensorineural
2007-09-01,15,False,FL,Hearing Loss Sensorineural
2007-10-01,14,False,FL,Hearing Loss Sensorineural
2007-11-01,0,False,FL,Hearing Loss Sensorineural
2007-12-01,14,False,FL,Hearing Loss Sensorineural
2008-01-01,0,False,FL,Hearing Loss Sensorineural
2008-02-01,13,False,FL,Hearing Loss Sensorineural
2008-03-01,25,False,FL,Hearing Loss Sensorineural
2008-04-01,0,False,FL,Hearing Loss Sensorineural
2008-05-01,0,False,FL,Hearing Loss Sensorineural
2008-06-01,0,False,FL,Hearing Loss Sensorineural
2008-07-01,25,False,FL,Hearing Loss Sensorineural
2008-08-01,12,False,FL,Hearing Loss Sensorineural
2008-09-01,18,False,FL,Hearing Loss Sensorineural
2008-10-01,32,False,FL,Hearing Loss Sensorineural
2008-11-01,0,False,FL,Hearing Loss Sensorineural
2008-12-01,0,False,FL,Hearing Loss Sensorineural
2009-01-01,11,False,FL,Hearing Loss Sensorineural
2009-02-01,12,False,FL,Hearing Loss Sensorineural
2009-03-01,11,False,FL,Hearing Loss Sensorineural
2009-04-01,11,False,FL,Hearing Loss Sensorineural
2009-05-01,11,False,FL,Hearing Loss Sensorineural
2009-06-01,0,False,FL,Hearing Loss Sensorineural
2009-07-01,21,False,FL,Hearing Loss Sensorineural
2009-08-01,16,False,FL,Hearing Loss Sensorineural
2009-09-01,0,False,FL,Hearing Loss Sensorineural
2009-10-01,0,False,FL,Hearing Loss Sensorineural
2009-11-01,0,False,FL,Hearing Loss Sensorineural
2009-12-01,0,False,FL,Hearing Loss Sensorineural
2010-01-01,29,False,FL,Hearing Loss Sensorineural
2010-02-01,15,False,FL,Hearing Loss Sensorineural
2010-03-01,9,False,FL,Hearing Loss Sensorineural
2010-04-01,19,False,FL,Hearing Loss Sensorineural
2010-05-01,20,False,FL,Hearing Loss Sensorineural
2010-06-01,15,False,FL,Hearing Loss Sensorineural
2010-07-01,0,False,FL,Hearing Loss Sensorineural
2010-08-01,0,False,FL,Hearing Loss Sensorineural
2010-09-01,22,False,FL,Hearing Loss Sensorineural
2010-10-01,13,False,FL,Hearing Loss Sensorineural
2010-11-01,17,False,FL,Hearing Loss Sensorineural
2010-12-01,8,False,FL,Hearing Loss Sensorineural
2011-01-01,14,False,FL,Hearing Loss Sensorineural
2011-02-01,10,False,FL,Hearing Loss Sensorineural
2011-03-01,4,False,FL,Hearing Loss Sensorineural
2011-04-01,14,False,FL,Hearing Loss Sensorineural
2011-05-01,5,False,FL,Hearing Loss Sensorineural
2011-06-01,9,False,FL,Hearing Loss Sensorineural
2011-07-01,0,False,FL,Hearing Loss Sensorineural
2011-08-01,6,False,FL,Hearing Loss Sensorineural
2011-09-01,4,False,FL,Hearing Loss Sensorineural
2011-10-01,4,False,FL,Hearing Loss Sensorineural
2011-11-01,10,False,FL,Hearing Loss Sensorineural
2011-12-01,0,False,FL,Hearing Loss Sensorineural
2012-01-01,9,False,FL,Hearing Loss Sensorineural
2012-02-01,9,False,FL,Hearing Loss Sensorineural
2012-03-01,7,False,FL,Hearing Loss Sensorineural
2012-04-01,15,False,FL,Hearing Loss Sensorineural
2012-05-01,17,False,FL,Hearing Loss Sensorineural
2012-06-01,23,False,FL,Hearing Loss Sensorineural
2012-07-01,3,False,FL,Hearing Loss Sensorineural
2012-08-01,12,False,FL,Hearing Loss Sensorineural
2012-09-01,11,False,FL,Hearing Loss Sensorineural
2012-10-01,11,False,FL,Hearing Loss Sensorineural
2012-11-01,12,False,FL,Hearing Loss Sensorineural
2012-12-01,17,False,FL,Hearing Loss Sensorineural
2013-01-01,9,False,FL,Hearing Loss Sensorineural
2013-02-01,13,False,FL,Hearing Loss Sensorineural
2013-03-01,9,False,FL,Hearing Loss Sensorineural
2013-04-01,9,False,FL,Hearing Loss Sensorineural
2013-05-01,6,False,FL,Hearing Loss Sensorineural
2013-06-01,9,False,FL,Hearing Loss Sensorineural
2013-07-01,13,False,FL,Hearing Loss Sensorineural
2013-08-01,3,False,FL,Hearing Loss Sensorineural
2013-09-01,5,False,FL,Hearing Loss Sensorineural
2013-10-01,18,False,FL,Hearing Loss Sensorineural
2013-11-01,14,False,FL,Hearing Loss Sensorineural
2013-12-01,10,False,FL,Hearing Loss Sensorineural
2014-01-01,3,False,FL,Hearing Loss Sensorineural
2014-02-01,9,False,FL,Hearing Loss Sensorineural
2014-03-01,9,False,FL,Hearing Loss Sensorineural
2014-04-01,19,False,FL,Hearing Loss Sensorineural
2014-05-01,7,False,FL,Hearing Loss Sensorineural
2014-06-01,17,False,FL,Hearing Loss Sensorineural
2014-07-01,12,False,FL,Hearing Loss Sensorineural
2014-08-01,11,False,FL,Hearing Loss Sensorineural
2014-09-01,11,False,FL,Hearing Loss Sensorineural
2014-10-01,32,False,FL,Hearing Loss Sensorineural
2014-11-01,16,False,FL,Hearing Loss Sensorineural
2014-12-01,19,False,FL,Hearing Loss Sensorineural
2015-01-01,9,False,FL,Hearing Loss Sensorineural
2015-02-01,11,False,FL,Hearing Loss Sensorineural
2015-03-01,5,False,FL,Hearing Loss Sensorineural
2015-04-01,17,False,FL,Hearing Loss Sensorineural
2015-05-01,7,False,FL,Hearing Loss Sensorineural
2015-06-01,7,False,FL,Hearing Loss Sensorineural
2015-07-01,13,False,FL,Hearing Loss Sensorineural
2015-08-01,6,False,FL,Hearing Loss Sensorineural
2015-09-01,9,False,FL,Hearing Loss Sensorineural
2015-10-01,20,False,FL,Hearing Loss Sensorineural
2015-11-01,21,False,FL,Hearing Loss Sensorineural
2015-12-01,10,False,FL,Hearing Loss Sensorineural
2016-01-01,8,False,FL,Hearing Loss Sensorineural
2016-02-01,12,False,FL,Hearing Loss Sensorineural
2016-03-01,12,False,FL,Hearing Loss Sensorineural
2016-04-01,15,False,FL,Hearing Loss Sensorineural
2016-05-01,8,False,FL,Hearing Loss Sensorineural
2016-06-01,11,False,FL,Hearing Loss Sensorineural
2016-07-01,11,False,FL,Hearing Loss Sensorineural
2016-08-01,7,False,FL,Hearing Loss Sensorineural
2016-09-01,12,False,FL,Hearing Loss Sensorineural
2016-10-01,20,False,FL,Hearing Loss Sensorineural
2016-11-01,6,False,FL,Hearing Loss Sensorineural
2016-12-01,11,False,FL,Hearing Loss Sensorineural
2017-01-01,12,False,FL,Hearing Loss Sensorineural
2017-02-01,19,False,FL,Hearing Loss Sensorineural
2017-03-01,7,False,FL,Hearing Loss Sensorineural
2017-04-01,11,False,FL,Hearing Loss Sensorineural
2017-05-01,9,False,FL,Hearing Loss Sensorineural
2017-06-01,11,False,FL,Hearing Loss Sensorineural
2017-07-01,5,False,FL,Hearing Loss Sensorineural
2017-08-01,15,False,FL,Hearing Loss Sensorineural
2017-09-01,7,False,FL,Hearing Loss Sensorineural
2017-10-01,22,False,FL,Hearing Loss Sensorineural
2017-11-01,23,False,FL,Hearing Loss Sensorineural
2017-12-01,11,False,FL,Hearing Loss Sensorineural
2018-01-01,10,False,FL,Hearing Loss Sensorineural
2018-02-01,8,False,FL,Hearing Loss Sensorineural
2018-03-01,12,False,FL,Hearing Loss Sensorineural
2018-04-01,21,False,FL,Hearing Loss Sensorineural
2018-05-01,9,False,FL,Hearing Loss Sensorineural
2018-06-01,15,False,FL,Hearing Loss Sensorineural
2018-07-01,13,False,FL,Hearing Loss Sensorineural
2018-08-01,13,False,FL,Hearing Loss Sensorineural
2018-09-01,10,True,FL,Hearing Loss Sensorineural
date,Hearing Loss Sensorineural,isPartial,state,symptom
2004-01-01,100,False,GA,Hearing Loss Sensorineural
2004-02-01,0,False,GA,Hearing Loss Sensorineural
2004-03-01,0,False,GA,Hearing Loss Sensorineural
2004-04-01,0,False,GA,Hearing Loss Sensorineural
2004-05-01,92,False,GA,Hearing Loss Sensorineural
2004-06-01,0,False,GA,Hearing Loss Sensorineural
2004-07-01,0,False,GA,Hearing Loss Sensorineural
2004-08-01,0,False,GA,Hearing Loss Sensorineural
2004-09-01,0,False,GA,Hearing Loss Sensorineural
2004-10-01,0,False,GA,Hearing Loss Sensorineural
2004-11-01,0,False,GA,Hearing Loss Sensorineural
2004-12-01,0,False,GA,Hearing Loss Sensorineural
2005-01-01,0,False,GA,Hearing Loss Sensorineural
2005-02-01,0,False,GA,Hearing Loss Sensorineural
2005-03-01,59,False,GA,Hearing Loss Sensorineural
2005-04-01,0,False,GA,Hearing Loss Sensorineural
2005-05-01,0,False,GA,Hearing Loss Sensorineural
2005-06-01,0,False,GA,Hearing Loss Sensorineural
2005-07-01,0,False,GA,Hearing Loss Sensorineural
2005-08-01,0,False,GA,Hearing Loss Sensorineural
2005-09-01,0,False,GA,Hearing Loss Sensorineural
2005-10-01,49,False,GA,Hearing Loss Sensorineural
2005-11-01,0,False,GA,Hearing Loss Sensorineural
2005-12-01,48,False,GA,Hearing Loss Sensorineural
2006-01-01,0,False,GA,Hearing Loss Sensorineural
2006-02-01,0,False,GA,Hearing Loss Sensorineural
2006-03-01,79,False,GA,Hearing Loss Sensorineural
2006-04-01,41,False,GA,Hearing Loss Sensorineural
2006-05-01,0,False,GA,Hearing Loss Sensorineural
2006-06-01,0,False,GA,Hearing Loss Sensorineural
2006-07-01,38,False,GA,Hearing Loss Sensorineural
2006-08-01,0,False,GA,Hearing Loss Sensorineural
2006-09-01,0,False,GA,Hearing Loss Sensorineural
2006-10-01,0,False,GA,Hearing Loss Sensorineural
2006-11-01,0,False,GA,Hearing Loss Sensorineural
2006-12-01,0,False,GA,Hearing Loss Sensorineural
2007-01-01,28,False,GA,Hearing Loss Sensorineural
2007-02-01,0,False,GA,Hearing Loss Sensorineural
2007-03-01,0,False,GA,Hearing Loss Sensorineural
2007-04-01,0,False,GA,Hearing Loss Sensorineural
2007-05-01,0,False,GA,Hearing Loss Sensorineural
2007-06-01,0,False,GA,Hearing Loss Sensorineural
2007-07-01,50,False,GA,Hearing Loss Sensorineural
2007-08-01,0,False,GA,Hearing Loss Sensorineural
2007-09-01,24,False,GA,Hearing Loss Sensorineural
2007-10-01,21,False,GA,Hearing Loss Sensorineural
2007-11-01,22,False,GA,Hearing Loss Sensorineural
2007-12-01,0,False,GA,Hearing Loss Sensorineural
2008-01-01,0,False,GA,Hearing Loss Sensorineural
2008-02-01,21,False,GA,Hearing Loss Sensorineural
2008-03-01,20,False,GA,Hearing Loss Sensorineural
2008-04-01,0,False,GA,Hearing Loss Sensorineural
2008-05-01,0,False,GA,Hearing Loss Sensorineural
2008-06-01,21,False,GA,Hearing Loss Sensorineural
2008-07-01,0,False,GA,Hearing Loss Sensorineural
2008-08-01,20,False,GA,Hearing Loss Sensorineural
2008-09-01,0,False,GA,Hearing Loss Sensorineural
2008-10-01,0,False,GA,Hearing Loss Sensorineural
2008-11-01,19,False,GA,Hearing Loss Sensorineural
2008-12-01,0,False,GA,Hearing Loss Sensorineural
2009-01-01,0,False,GA,Hearing Loss Sensorineural
2009-02-01,19,False,GA,Hearing Loss Sensorineural
2009-03-01,0,False,GA,Hearing Loss Sensorineural
2009-04-01,0,False,GA,Hearing Loss Sensorineural
2009-05-01,18,False,GA,Hearing Loss Sensorineural
2009-06-01,19,False,GA,Hearing Loss Sensorineural
2009-07-01,36,False,GA,Hearing Loss Sensorineural
2009-08-01,0,False,GA,Hearing Loss Sensorineural
2009-09-01,0,False,GA,Hearing Loss Sensorineural
2009-10-01,17,False,GA,Hearing Loss Sensorineural
2009-11-01,0,False,GA,Hearing Loss Sensorineural
2009-12-01,17,False,GA,Hearing Loss Sensorineural
2010-01-01,16,False,GA,Hearing Loss Sensorineural
2010-02-01,17,False,GA,Hearing Loss Sensorineural
2010-03-01,23,False,GA,Hearing Loss Sensorineural
2010-04-01,0,False,GA,Hearing Loss Sensorineural
2010-05-01,34,False,GA,Hearing Loss Sensorineural
2010-06-01,34,False,GA,Hearing Loss Sensorineural
2010-07-01,0,False,GA,Hearing Loss Sensorineural
2010-08-01,14,False,GA,Hearing Loss Sensorineural
2010-09-01,0,False,GA,Hearing Loss Sensorineural
2010-10-01,0,False,GA,Hearing Loss Sensorineural
2010-11-01,13,False,GA,Hearing Loss Sensorineural
2010-12-01,13,False,GA,Hearing Loss Sensorineural
2011-01-01,12,False,GA,Hearing Loss Sensorineural
2011-02-01,22,False,GA,Hearing Loss Sensorineural
2011-03-01,12,False,GA,Hearing Loss Sensorineural
2011-04-01,16,False,GA,Hearing Loss Sensorineural
2011-05-01,8,False,GA,Hearing Loss Sensorineural
2011-06-01,8,False,GA,Hearing Loss Sensorineural
2011-07-01,11,False,GA,Hearing Loss Sensorineural
2011-08-01,7,False,GA,Hearing Loss Sensorineural
2011-09-01,15,False,GA,Hearing Loss Sensorineural
2011-10-01,18,False,GA,Hearing Loss Sensorineural
2011-11-01,14,False,GA,Hearing Loss Sensorineural
2011-12-01,14,False,GA,Hearing Loss Sensorineural
2012-01-01,0,False,GA,Hearing Loss Sensorineural
2012-02-01,16,False,GA,Hearing Loss Sensorineural
2012-03-01,12,False,GA,Hearing Loss Sensorineural
2012-04-01,25,False,GA,Hearing Loss Sensorineural
2012-05-01,6,False,GA,Hearing Loss Sensorineural
2012-06-01,17,False,GA,Hearing Loss Sensorineural
2012-07-01,6,False,GA,Hearing Loss Sensorineural
2012-08-01,14,False,GA,Hearing Loss Sensorineural
2012-09-01,14,False,GA,Hearing Loss Sensorineural
2012-10-01,6,False,GA,Hearing Loss Sensorineural
2012-11-01,0,False,GA,Hearing Loss Sensorineural
2012-12-01,16,False,GA,Hearing Loss Sensorineural
2013-01-01,5,False,GA,Hearing Loss Sensorineural
2013-02-01,10,False,GA,Hearing Loss Sensorineural
2013-03-01,10,False,GA,Hearing Loss Sensorineural
2013-04-01,23,False,GA,Hearing Loss Sensorineural
2013-05-01,8,False,GA,Hearing Loss Sensorineural
2013-06-01,5,False,GA,Hearing Loss Sensorineural
2013-07-01,13,False,GA,Hearing Loss Sensorineural
2013-08-01,10,False,GA,Hearing Loss Sensorineural
2013-09-01,12,False,GA,Hearing Loss Sensorineural
2013-10-01,7,False,GA,Hearing Loss Sensorineural
2013-11-01,18,False,GA,Hearing Loss Sensorineural
2013-12-01,10,False,GA,Hearing Loss Sensorineural
2014-01-01,7,False,GA,Hearing Loss Sensorineural
2014-02-01,11,False,GA,Hearing Loss Sensorineural
2014-03-01,19,False,GA,Hearing Loss Sensorineural
2014-04-01,5,False,GA,Hearing Loss Sensorineural
2014-05-01,5,False,GA,Hearing Loss Sensorineural
2014-06-01,6,False,GA,Hearing Loss Sensorineural
2014-07-01,5,False,GA,Hearing Loss Sensorineural
2014-08-01,10,False,GA,Hearing Loss Sensorineural
2014-09-01,5,False,GA,Hearing Loss Sensorineural
2014-10-01,18,False,GA,Hearing Loss Sensorineural
2014-11-01,9,False,GA,Hearing Loss Sensorineural
2014-12-01,8,False,GA,Hearing Loss Sensorineural
2015-01-01,14,False,GA,Hearing Loss Sensorineural
2015-02-01,23,False,GA,Hearing Loss Sensorineural
2015-03-01,11,False,GA,Hearing Loss Sensorineural
2015-04-01,14,False,GA,Hearing Loss Sensorineural
2015-05-01,0,False,GA,Hearing Loss Sensorineural
2015-06-01,18,False,GA,Hearing Loss Sensorineural
2015-07-01,21,False,GA,Hearing Loss Sensorineural
2015-08-01,20,False,GA,Hearing Loss Sensorineural
2015-09-01,21,False,GA,Hearing Loss Sensorineural
2015-10-01,15,False,GA,Hearing Loss Sensorineural
2015-11-01,26,False,GA,Hearing Loss Sensorineural
2015-12-01,12,False,GA,Hearing Loss Sensorineural
2016-01-01,6,False,GA,Hearing Loss Sensorineural
2016-02-01,11,False,GA,Hearing Loss Sensorineural
2016-03-01,10,False,GA,Hearing Loss Sensorineural
2016-04-01,21,False,GA,Hearing Loss Sensorineural
2016-05-01,13,False,GA,Hearing Loss Sensorineural
2016-06-01,16,False,GA,Hearing Loss Sensorineural
2016-07-01,0,False,GA,Hearing Loss Sensorineural
2016-08-01,4,False,GA,Hearing Loss Sensorineural
2016-09-01,13,False,GA,Hearing Loss Sensorineural
2016-10-01,8,False,GA,Hearing Loss Sensorineural
2016-11-01,17,False,GA,Hearing Loss Sensorineural
2016-12-01,20,False,GA,Hearing Loss Sensorineural
2017-01-01,10,False,GA,Hearing Loss Sensorineural
2017-02-01,18,False,GA,Hearing Loss Sensorineural
2017-03-01,14,False,GA,Hearing Loss Sensorineural
2017-04-01,8,False,GA,Hearing Loss Sensorineural
2017-05-01,10,False,GA,Hearing Loss Sensorineural
2017-06-01,9,False,GA,Hearing Loss Sensorineural
2017-07-01,9,False,GA,Hearing Loss Sensorineural
2017-08-01,24,False,GA,Hearing Loss Sensorineural
2017-09-01,12,False,GA,Hearing Loss Sensorineural
2017-10-01,18,False,GA,Hearing Loss Sensorineural
2017-11-01,20,False,GA,Hearing Loss Sensorineural
2017-12-01,6,False,GA,Hearing Loss Sensorineural
2018-01-01,18,False,GA,Hearing Loss Sensorineural
2018-02-01,8,False,GA,Hearing Loss Sensorineural
2018-03-01,23,False,GA,Hearing Loss Sensorineural
2018-04-01,27,False,GA,Hearing Loss Sensorineural
2018-05-01,8,False,GA,Hearing Loss Sensorineural
2018-06-01,12,False,GA,Hearing Loss Sensorineural
2018-07-01,20,False,GA,Hearing Loss Sensorineural
2018-08-01,13,False,GA,Hearing Loss Sensorineural
2018-09-01,9,True,GA,Hearing Loss Sensorineural
,state,symptom
,state,symptom
date,Hearing Loss Sensorineural,isPartial,state,symptom
2004-01-01,0,False,IL,Hearing Loss Sensorineural
2004-02-01,100,False,IL,Hearing Loss Sensorineural
2004-03-01,0,False,IL,Hearing Loss Sensorineural
2004-04-01,0,False,IL,Hearing Loss Sensorineural
2004-05-01,0,False,IL,Hearing Loss Sensorineural
2004-06-01,0,False,IL,Hearing Loss Sensorineural
2004-07-01,0,False,IL,Hearing Loss Sensorineural
2004-08-01,0,False,IL,Hearing Loss Sensorineural
2004-09-01,0,False,IL,Hearing Loss Sensorineural
2004-10-01,81,False,IL,Hearing Loss Sensorineural
2004-11-01,85,False,IL,Hearing Loss Sensorineural
2004-12-01,0,False,IL,Hearing Loss Sensorineural
2005-01-01,0,False,IL,Hearing Loss Sensorineural
