state,cluster,corr,members,window
NV,16,0.7617264542180091,"['Hemiplegia', 'Edema']",2008-10
NY,19,0.6559760386180645,"['Nocturia', 'Hyperalgesia', 'Proteinuria', 'Phantom Limb', 'Hypoventilation']",2008-10
OH,4,0.7343912001017023,"['Anomia', 'Polyuria', 'Asthenia', 'Toothache']",2008-10
OK,5,0.6574810820708173,"['Hyperventilation', 'Weight Gain', 'Neck Pain']",2008-10
OR,12,0.667663105983468,"['Feminization', 'Anoxia', 'Dysmenorrhea']",2008-10
PA,3,0.6889333307906994,"['Aphonia', 'Gagging']",2008-10
RI,7,0.5734488584753537,"['Ataxia', 'Hot Flashes']",2008-10
SC,6,0.6413730499540075,"['Chorea', 'Ageusia', 'Tinnitus', 'Hemianopsia']",2008-10
SD,14,0.803695195179046,"['Tetany', 'Neuralgia']",2008-10
TN,14,0.6624580958507823,"['Aphasia', 'Edema', 'Fever', 'Paraparesis', 'Catatonia']",2008-10
TX,19,0.7025260930277187,"['Chorea', 'Horner Syndrome']",2008-10
UT,16,0.6875867497584608,"['Hyperemesis Gravidarum', 'Hyperacusis', 'Urinary Incontinence', 'Quadriplegia']",2008-10
VA,17,0.665761904779628,"['Pruritus', 'Paraparesis', 'Hypoventilation']",2008-10
VT,8,0.6548746144480392,"['Dyspnea', 'Pelvic Pain', 'Back Pain', 'Ataxia']",2008-10
WA,21,0.7951661749624171,"['Dizziness', 'Paraplegia']",2008-10
WI,4,0.6424099844122855,"['Overweight', 'Muscle Cramp', 'Neck Pain', 'Proteinuria', 'Hemianopsia']",2008-10
WV,13,0.714486100487858,"['Polyuria', 'Anisocoria', 'Tremor', 'Weight Gain', 'Jaundice', 'Abdominal Pain', 'Hyperemesis Gravidarum', 'Ecchymosis', 'Pallor']",2008-10
WY,3,0.6984341652353552,"['Blindness', 'Vomiting']",2008-10
AK,17,0.7301095009606849,"['Shoulder Pain', 'Stuttering']",2008-11
AL,13,0.6716745015178847,"['Agnosia', 'Edema', 'Blindness', 'Motion Sickness', 'Diplopia', 'Emaciation', 'Ecchymosis']",2008-11
AR,16,0.6621862907638901,"['Gagging', 'Sneezing']",2008-11
AZ,21,0.6505652397802989,"['Motion Sickness', 'Amblyopia', 'Deafness']",2008-11
CA,18,0.6791393233822802,"['Anisocoria', 'Encopresis', 'Polyuria']",2008-11
CO,3,0.7036477185316917,"['Prosopagnosia', 'Hypothermia']",2008-11
CT,10,0.6599693947647095,"['Dizziness', 'Muscle Cramp', 'Constipation']",2008-11
DC,5,0.6123732450914294,"['Sciatica', 'Diarrhea', 'Oliguria']",2008-11
DE,2,0.6363821229131446,"['Dysarthria', 'Fever', 'Morning Sickness', 'Birth Weight']",2008-11
FL,21,0.646010784367193,"['Vertigo', 'Muscle Weakness', 'Confusion', 'Fatigue', 'Paresis']",2008-11
GA,13,0.6600539856470128,"['Communication Disorders', 'Stuttering', 'Eructation', 'Hematemesis']",2008-11
HI,1,0.6594996665146032,"['Hyperemesis Gravidarum', 'Headache', 'Bulimia', 'Cachexia']",2008-11
IA,18,0.6406548910772906,"['Arthralgia', 'Weight Loss', 'Dystonia', 'Hyperacusis', 'Hoarseness', 'Dyspepsia']",2008-11
ID,5,0.660550102028091,"['Oliguria', 'Overweight', 'Dysmenorrhea', 'Angina Pectoris', 'Dysphonia', 'Trismus']",2008-11
IL,20,0.6092410615473557,"['Pain', 'Diarrhea', 'Headache']",2008-11
IN,18,0.6306360508738659,"['Pallor', 'Paresthesia', 'Angina Pectoris']",2008-11
KS,13,0.681493484597924,"['Myoclonus', 'Spasm', 'Diarrhea', 'Headache']",2008-11
KY,15,0.6766828702146276,"['Agnosia', 'Sweating Sickness', 'Deafness', 'Cyanosis', 'Scotoma']",2008-11
LA,17,0.7046474704762739,"['Dyspepsia', 'Sneezing', 'Constipation']",2008-11
MA,6,0.748051608145384,"['Motion Sickness', 'Dysarthria', 'Myoclonus', 'Hemoptysis']",2008-11
MD,11,0.6952028675624577,"['Photophobia', 'Dystonia', 'Jaundice', 'Purpura', 'Hyperemesis Gravidarum']",2008-11
ME,17,0.6348293378321123,"['Chorea', 'Flushing', 'Hemianopsia', 'Neuralgia']",2008-11
MI,9,0.668002562478555,"['Fetal Weight', 'Hyperalgesia']",2008-11
MN,13,0.6539376245133514,"['Acute Coronary Syndrome', 'Hypoventilation', 'Muscle Cramp', 'Muscle Weakness']",2008-11
MO,20,0.6814046271036797,"['Agnosia', 'Diplopia', 'Polyuria']",2008-11
MS,18,0.6389327331393441,"['Flank Pain', 'Edema', 'Headache']",2008-11
MT,5,0.7482255682094424,"['Dysphonia', 'Gastroparesis', 'Dyslexia']",2008-11
NC,4,0.6374988292572236,"['Chills', 'Tremor', 'Hot Flashes']",2008-11
ND,11,0.6250882546289711,"['Dyspepsia', 'Amnesia', 'Obesity']",2008-11
NE,11,0.8246637010283328,"['Eye Pain', 'Paralysis']",2008-11
NH,11,0.6315142923753745,"['Sneezing', 'Jaundice']",2008-11
NJ,9,0.6394395861237561,"['Phantom Limb', 'Delirium']",2008-11
NM,10,0.5990701963984314,"['Pallor', 'Dysmenorrhea', 'Aphasia']",2008-11
NV,4,0.7167805284234153,"['Back Pain', 'Sweating Sickness', 'Headache']",2008-11
NY,14,0.6912722184439718,"['Fetal Weight', 'Respiratory Sounds', 'Psychomotor Agitation', 'Thinness', 'Horner Syndrome']",2008-11
OH,2,0.6267030499932006,"['Prosopagnosia', 'Hypercapnia', 'Hirsutism', 'Quadriplegia']",2008-11
OK,20,0.6302745196936501,"['Stupor', 'Bulimia', 'Sleep Deprivation', 'Hemoptysis']",2008-11
OR,9,0.6702130617683792,"['Amaurosis Fugax', 'Hyperacusis', 'Sleep Deprivation', 'Tetany', 'Morning Sickness']",2008-11
PA,10,0.7425800897762297,"['Aphonia', 'Gagging']",2008-11
RI,14,0.6952822595291774,"['Anorexia', 'Chest Pain', 'Hypoventilation']",2008-11
SC,15,0.6202547158192101,"['Earache', 'Polyuria']",2008-11
SD,8,0.691790793069959,"['Diarrhea', 'Dysmenorrhea', 'Hallucinations', 'Stupor', 'Anoxia', 'Myoclonus', 'Delirium']",2008-11
TN,4,0.6471151194790796,"['Diarrhea', 'Aphasia', 'Fever', 'Paraparesis', 'Catatonia']",2008-11
TX,5,0.8232300850337758,"['Hypergammaglobulinemia', 'Hypercapnia']",2008-11
UT,19,0.6173342047959525,"['Flank Pain', 'Edema', 'Toothache', 'Amblyopia', 'Cachexia']",2008-11
VA,8,0.655598821267858,"['Chills', 'Nausea', 'Hemoptysis', 'Facial Paralysis', 'Fever', 'Spasm', 'Ecchymosis', 'Myokymia']",2008-11
VT,8,0.6802054338605329,"['Body Weight', 'Abdominal Pain']",2008-11
WA,21,0.6720772593281752,"['Anisocoria', 'Heartburn', 'Pseudophakia']",2008-11
WI,19,0.6510734135909073,"['Purpura Fulminans', 'Albuminuria', 'Hemoptysis', 'Blindness', 'Tetany', 'Eructation', 'Dyslexia']",2008-11
WV,7,0.5688675136906666,"['Syncope', 'Sleep Disorders', 'Halitosis', 'Dysmenorrhea', 'Hallucinations', 'Stupor', 'Diplopia']",2008-11
WY,5,0.6717755227316955,"['Back Pain', 'Hearing Loss', 'Weight Loss', 'Tremor']",2008-11
AK,2,0.6535286452811115,"['Headache', 'Neck Pain', 'Pelvic Pain']",2008-12
AL,2,0.8499186818475062,"['Sarcopenia', 'Hearing Loss', 'Hyperemesis Gravidarum']",2008-12
AR,2,0.7016192487244964,"['Chest Pain', 'Spasm']",2008-12
AZ,1,0.6748905188261797,"['Gagging', 'Hemianopsia']",2008-12
CA,20,0.7143260205813512,"['Spasm', 'Pelvic Pain']",2008-12
CO,22,0.6923528212937011,"['Ecchymosis', 'Deafness', 'Nausea']",2008-12
CT,15,0.6443201903605799,"['Dizziness', 'Muscle Cramp', 'Constipation']",2008-12
DC,19,0.5905100365359862,"['Sleep Disorders', 'Oliguria', 'Sleep Deprivation', 'Hallucinations', 'Hyperventilation', 'Emaciation', 'Angina Pectoris', 'Amnesia', 'Flushing', 'Scotoma']",2008-12
DE,9,0.6838258173726437,"['Diarrhea', 'Dysmenorrhea', 'Paresthesia', 'Delirium', 'Hemiplegia']",2008-12
FL,19,0.6522815588222423,"['Tremor', 'Morning Sickness', 'Heart Murmurs']",2008-12
GA,21,0.6511844632865114,"['Dizziness', 'Sleep Disorders', 'Asthenia', 'Acute Coronary Syndrome', 'Hot Flashes']",2008-12
HI,4,0.6831872158540843,"['Syncope', 'Echolalia', 'Dysmenorrhea', 'Pelvic Pain', 'Proteinuria', 'Apnea']",2008-12
IA,11,0.6314289719843167,"['Arthralgia', 'Anisocoria', 'Anoxia', 'Cough', 'Pallor']",2008-12
ID,14,0.6720917181951989,"['Agnosia', 'Body Weight', 'Lethargy', 'Deafness']",2008-12
IL,20,0.668960292083311,"['Livedo Reticularis', 'Amaurosis Fugax', 'Cerebellar Ataxia', 'Hoarseness', 'Hypercalciuria']",2008-12
IN,20,0.6306360508738659,"['Pallor', 'Paresthesia', 'Angina Pectoris']",2008-12
KS,3,0.6813026609916402,"['Hiccup', 'Torticollis', 'Hearing Loss']",2008-12
KY,6,0.7304076697128394,"['Agnosia', 'Sweating Sickness', 'Scotoma', 'Deafness']",2008-12
LA,3,0.6560306942534574,"['Dysgeusia', 'Vomiting', 'Abdominal Pain', 'Back Pain', 'Trismus']",2008-12
MA,20,0.6146200748872634,"['Blindness', 'Apnea', 'Cyanosis', 'Sarcopenia']",2008-12
MD,21,0.6844217552097485,"['Delirium', 'Pelvic Pain', 'Unconsciousness', 'Hydrops Fetalis']",2008-12
ME,15,0.6245875713874575,"['Low Back Pain', 'Halitosis', 'Pain']",2008-12
MI,13,0.7004791960536156,"['Persistent Vegetative State', 'Heart Murmurs', 'Proteinuria']",2008-12
MN,4,0.6814472254513269,"['Diplopia', 'Hyperemesis Gravidarum', 'Proteinuria']",2008-12
MO,22,0.7896815921516709,"['Cyanosis', 'Trismus']",2008-12
MS,18,0.6596072588861589,"['Miosis', 'Mental Retardation']",2008-12
MT,9,0.6513013264971225,"['Gastroparesis', 'Dysphonia', 'Pallor', 'Shoulder Pain']",2008-12
NC,8,0.6364066799609188,"['Agnosia', 'Eye Hemorrhage', 'Hemianopsia', 'Hematemesis']",2008-12
ND,11,0.6827441820612057,"['Nausea', 'Overweight']",2008-12
NE,22,0.7150894315780464,"['Eye Pain', 'Paralysis']",2008-12
NH,9,0.6174783199280914,"['Tics', 'Tinnitus', 'Hearing Loss']",2008-12
NJ,2,0.6212874242013139,"['Tetany', 'Overweight']",2008-12
NM,13,0.6884920886369886,"['Hiccup', 'Flatulence']",2008-12
NV,3,0.657802776229631,"['Heartburn', 'Hirsutism']",2008-12
NY,6,0.7049134402306404,"['Livedo Reticularis', 'Hyperoxia', 'Diarrhea']",2008-12
OH,15,0.6894058695714512,"['Sweating Sickness', 'Encopresis', 'Paresthesia', 'Tinnitus', 'Myokymia', 'Presbycusis']",2008-12
OK,14,0.6318779327231309,"['Cough', 'Illusions', 'Vomiting']",2008-12
OR,6,0.7104808051456536,"['Orthostatic Intolerance', 'Aphasia']",2008-12
PA,11,0.6705570375094188,"['Fatigue', 'Weight Gain']",2008-12
RI,11,0.6606597972603534,"['Chest Pain', 'Hypoventilation']",2008-12
SC,14,0.6223373966087785,"['Chills', 'Hyperacusis', 'Heartburn']",2008-12
SD,5,0.6930222801018702,"['Diarrhea', 'Dysmenorrhea', 'Hallucinations', 'Stupor', 'Anoxia', 'Myoclonus', 'Delirium']",2008-12
TN,17,0.6544042446242405,"['Encopresis', 'Deafness', 'Hypercapnia']",2008-12
TX,17,0.7966563235477714,"['Communication Disorders', 'Quadriplegia']",2008-12
UT,3,0.5981530864394976,"['Sweating Sickness', 'Mutism', 'Constipation']",2008-12
VA,21,0.7207593549465322,"['Paraparesis', 'Hypoventilation', 'Fasciculation']",2008-12
VT,9,0.6819833583884766,"['Sleep Deprivation', 'Amnesia', 'Nausea']",2008-12
WA,22,0.6339103061329432,"['Anisocoria', 'Heartburn', 'Pseudophakia']",2008-12
WI,11,0.7711685938023541,"['Agnosia', 'Arthralgia']",2008-12
WV,16,0.6249557506208189,"['Tinea Pedis', 'Oliguria', 'Dysmenorrhea', 'Dystonia', 'Paralysis', 'Dysuria', 'Diplopia']",2008-12
WY,2,0.622965621010718,"['Dizziness', 'Jaundice', 'Coma', 'Eye Pain', 'Fatigue']",2008-12
AK,12,0.6287389777012563,"['Hallucinations', 'Chills']",2009-01
AL,8,0.6296765629918749,"['Heartburn', 'Sleep Disorders', 'Eye Pain', 'Chest Pain']",2009-01
AR,14,0.6586861516005319,"['Anisocoria', 'Paralysis', 'Vomiting']",2009-01
AZ,16,0.7287082695706959,"['Myoclonus', 'Birth Weight']",2009-01
CA,6,0.6948917797225375,"['Paresthesia', 'Myoclonus']",2009-01
CO,2,0.6462073612769205,"['Apnea', 'Hemoptysis']",2009-01
CT,5,0.7070137032515968,"['Colic', 'Echolalia']",2009-01
DC,18,0.7117272015271401,"['Fatigue', 'Halitosis', 'Pain']",2009-01
DE,3,0.6275533748605518,"['Tetany', 'Oliguria', 'Headache', 'Dystonia']",2009-01
FL,22,0.6117484525769414,"['Orthostatic Intolerance', 'Tetany', 'Hypokinesia', 'Delirium', 'Emaciation']",2009-01
GA,20,0.6597885356091191,"['Earache', 'Cough', 'Illusions']",2009-01
HI,2,0.6551069681905058,"['Syncope', 'Heartburn', 'Echolalia', 'Dysmenorrhea', 'Pelvic Pain', 'Proteinuria', 'Apnea']",2009-01
IA,16,0.7661997901390061,"['Chills', 'Stupor', 'Flushing']",2009-01
ID,3,0.6589959429384424,"['Toothache', 'Weight Gain', 'Neuralgia']",2009-01
IL,4,0.7610234375017906,"['Hirsutism', 'Acute Coronary Syndrome', 'Reticulocytosis']",2009-01
IN,10,0.6660089447135847,"['Syncope', 'Diarrhea']",2009-01
KS,7,0.7257844079548709,"['Snoring', 'Constipation']",2009-01
KY,3,0.6560558491278822,"['Morning Sickness', 'Hyperventilation', 'Body Weight', 'Sarcopenia']",2009-01
LA,3,0.7123662644492971,"['Amnesia', 'Intermittent Claudication', 'Miosis', 'Presbycusis']",2009-01
MA,15,0.6709299968455925,"['Flank Pain', 'Echolalia']",2009-01
MD,14,0.6580252421786678,"['Labor Pain', 'Fatigue']",2009-01
ME,19,0.5984714993762281,"['Chest Pain', 'Dysmenorrhea']",2009-01
MI,7,0.6924388847538733,"['Tetany', 'Hemoptysis']",2009-01
MN,5,0.6852824903850494,"['Hiccup', 'Livedo Reticularis', 'Earache']",2009-01
MO,23,0.7123538654256522,"['Fetal Weight', 'Dizziness', 'Mouth Breathing']",2009-01
MS,9,0.6929346974183375,"['Agnosia', 'Halitosis', 'Hyperventilation', 'Amblyopia', 'Body Weight', 'Amnesia']",2009-01
MT,1,0.720007279921217,"['Earache', 'Chorea', 'Sneezing']",2009-01
NC,21,0.6239794826619557,"['Hypocapnia', 'Weight Gain', 'Coprophagia']",2009-01
ND,15,0.7895918446136704,"['Hallucinations', 'Flatulence']",2009-01
NE,11,0.7338797020899673,"['Anisocoria', 'Amnesia', 'Angina Pectoris']",2009-01
NH,8,0.6817502538262971,"['Tics', 'Tinnitus', 'Hearing Loss']",2009-01
NJ,15,0.6482758233110828,"['Renal Colic', 'Fatigue', 'Paraplegia', 'Proteinuria']",2009-01
NM,11,0.6741998624632429,"['Pruritus', 'Amblyopia']",2009-01
NV,3,0.5776093744465031,"['Blindness', 'Body Weight', 'Gastroparesis', 'Feminization']",2009-01
NY,26,0.6544186759879675,"['Facial Pain', 'Dysphonia', 'Torticollis', 'Fatigue', 'Paraplegia', 'Hemianopsia']",2009-01
OH,15,0.6507840010732261,"['Myotonia', 'Korsakoff Syndrome', 'Low Back Pain', 'Dysuria']",2009-01
OK,7,0.7206554650457517,"['Anomia', 'Ataxia', 'Toothache', 'Muscle Cramp', 'Miosis', 'Hemianopsia', 'Sarcopenia']",2009-01
OR,5,0.7269486346257944,"['Intermittent Claudication', 'Flank Pain', 'Low Back Pain']",2009-01
PA,14,0.6166120888801228,"['Nocturia', 'Anisocoria', 'Catatonia', 'Quadriplegia']",2009-01
RI,11,0.6601908086411676,"['Hyperalgesia', 'Delirium', 'Snoring']",2009-01
SC,1,0.7247372527769054,"['Cyanosis', 'Dyslexia', 'Hyperesthesia']",2009-01
SD,4,0.782029481042542,"['Anoxia', 'Hyperventilation', 'Myoclonus', 'Toothache']",2009-01
TN,18,0.6445086914611297,"['Facial Pain', 'Snoring', 'Nausea']",2009-01
TX,12,0.6683156515679748,"['Jaundice', 'Vocal Cord Paralysis', 'Eructation', 'Language Disorders']",2009-01
UT,8,0.6151052260461891,"['Hallucinations', 'Sneezing']",2009-01
VA,5,0.590170708264737,"['Blindness', 'Anoxia', 'Paresthesia', 'Facial Pain']",2009-01
VT,11,0.6686206956361973,"['Hallucinations', 'Sciatica']",2009-01
WA,22,0.7294917902493516,"['Dizziness', 'Paraplegia', 'Muscle Cramp']",2009-01
WI,18,0.6193960569800138,"['Arthralgia', 'Myoclonus', 'Chest Pain', 'Vomiting']",2009-01
WV,14,0.6942754849315196,"['Nocturia', 'Anoxia']",2009-01
WY,12,0.7787431398210213,"['Hiccup', 'Chest Pain']",2009-01
AK,7,0.6602286554094161,"['Dysmenorrhea', 'Vertigo', 'Halitosis']",2009-02
AL,12,0.7517774411709293,"['Prosopagnosia', 'Pallor', 'Dysgeusia']",2009-02
AR,12,0.6010144706934014,"['Hypercapnia', 'Tetany', 'Fever', 'Amblyopia', 'Labor Pain']",2009-02
AZ,18,0.799328782353183,"['Communication Disorders', 'Sarcopenia']",2009-02
CA,14,0.6283810041990091,"['Gerstmann Syndrome', 'Miosis', 'Dystonia', 'Toothache']",2009-02
CO,9,0.7041149090881671,"['Korsakoff Syndrome', 'Arthralgia', 'Miosis', 'Proteinuria']",2009-02
CT,17,0.637980561699084,"['Chills', 'Pseudophakia', 'Back Pain', 'Hypothermia', 'Feminization', 'Paraplegia']",2009-02
DC,15,0.7087352596045043,"['Earache', 'Hyperacusis', 'Photophobia']",2009-02
DE,14,0.6698265942095937,"['Diarrhea', 'Overweight']",2009-02
FL,5,0.7092092292580322,"['Motion Sickness', 'Flushing', 'Apnea']",2009-02
GA,18,0.679048177728592,"['Photophobia', 'Flushing']",2009-02
HI,7,0.6762720981613567,"['Hyperemesis Gravidarum', 'Headache', 'Bulimia', 'Cachexia']",2009-02
IA,15,0.7699267784236049,"['Torticollis', 'Spasm', 'Vomiting']",2009-02
ID,16,0.6115286335547235,"['Seizures', 'Jaundice', 'Coma', 'Motion Sickness', 'Hematemesis']",2009-02
IL,15,0.5738572113425294,"['Anomia', 'Dysmenorrhea', 'Albuminuria', 'Facial Pain', 'Eructation']",2009-02
IN,4,0.7132739733695015,"['Hemiplegia', 'Shoulder Pain', 'Eye Pain']",2009-02
KS,13,0.5860842844104491,"['Paresis', 'Jaundice', 'Hyperemesis Gravidarum']",2009-02
KY,11,0.677974265632063,"['Motion Sickness', 'Urinary Incontinence']",2009-02
LA,11,0.6462738085821499,"['Dyspnea', 'Paralysis', 'Dysuria', 'Low Back Pain', 'Fatigue', 'Hematemesis']",2009-02
MA,14,0.7763422760539398,"['Weight Loss', 'Constipation']",2009-02
MD,9,0.5870163045879847,"['Renal Colic', 'Weight Loss', 'Pruritus', 'Coprophagia', 'Pallor', 'Hematemesis']",2009-02
ME,2,0.697264012706829,"['Blindness', 'Myoclonus', 'Feminization', 'Anisocoria']",2009-02
MI,5,0.7004115104162026,"['Cough', 'Eructation', 'Oliguria']",2009-02
MN,1,0.6583748753940742,"['Dyspnea', 'Diarrhea']",2009-02
MO,15,0.7044410181168554,"['Echolalia', 'Gastroparesis']",2009-02
MS,12,0.6634084648335475,"['Diplopia', 'Dyspnea', 'Tinnitus']",2009-02
MT,3,0.7731163428334937,"['Hiccup', 'Halitosis']",2009-02
NC,13,0.602388229033999,"['Anomia', 'Athetosis', 'Intermittent Claudication', 'Sarcopenia']",2009-02
ND,6,0.7473186265484145,"['Flushing', 'Paraplegia', 'Weight Loss', 'Hot Flashes']",2009-02
NE,14,0.7334495436211522,"['Anisocoria', 'Amnesia', 'Angina Pectoris']",2009-02
NH,7,0.6783972508939184,"['Hyperventilation', 'Cyanosis', 'Overweight']",2009-02
NJ,5,0.6345233525210696,"['Phantom Limb', 'Asthenia']",2009-02
NM,17,0.5402823124438394,"['Heartburn', 'Sciatica', 'Dysmenorrhea', 'Vomiting', 'Stuttering', 'Miosis', 'Pallor']",2009-02
NV,19,0.589580026966624,"['Photophobia', 'Seizures', 'Nausea', 'Shoulder Pain', 'Weight Gain', 'Ecchymosis']",2009-02
NY,8,0.6391700375326458,"['Hiccup', 'Persistent Vegetative State', 'Athetosis']",2009-02
OH,2,0.6629178929293992,"['Hemiplegia', 'Shoulder Pain', 'Paralysis']",2009-02
OK,7,0.6709548320229585,"['Fever', 'Spasm', 'Pelvic Pain']",2009-02
OR,15,0.6815514977000545,"['Halitosis', 'Intermittent Claudication', 'Lethargy', 'Coma', 'Quadriplegia', 'Low Back Pain', 'Hematemesis']",2009-02
PA,14,0.6363946829128798,"['Motion Sickness', 'Apnea', 'Hoarseness', 'Trismus']",2009-02
RI,7,0.6595894382590459,"['Agnosia', 'Low Back Pain', 'Polyuria', 'Stupor', 'Dysmenorrhea']",2009-02
SC,4,0.7260536654532828,"['Anomia', 'Photophobia', 'Tinnitus', 'Facial Pain', 'Coma', 'Chorea', 'Ageusia', 'Hyperemesis Gravidarum', 'Anorexia']",2009-02
SD,11,0.6291333365635381,"['Toothache', 'Coma', 'Fever', 'Anoxia', 'Hyperventilation', 'Myoclonus']",2009-02
TN,9,0.7512705748968695,"['Chest Pain', 'Pallor', 'Ataxia']",2009-02
TX,7,0.6646857462000054,"['Cachexia', 'Abdominal Pain', 'Hyperesthesia']",2009-02
UT,8,0.6552252182099739,"['Edema', 'Flank Pain', 'Paraplegia', 'Toothache']",2009-02
VA,3,0.5805411635212955,"['Orthostatic Intolerance', 'Respiratory Sounds', 'Anomia', 'Unconsciousness', 'Thinness', 'Heart Murmurs', 'Dysarthria', 'Ageusia']",2009-02
VT,11,0.655069665122228,"['Amnesia', 'Earache', 'Sleep Deprivation', 'Neuralgia']",2009-02
WA,20,0.77891634933128,"['Chest Pain', 'Morning Sickness']",2009-02
WI,2,0.6476210001560546,"['Acute Coronary Syndrome', 'Stuttering', 'Hypercapnia', 'Hyperesthesia']",2009-02
WV,9,0.7440795224420166,"['Chorea', 'Ataxia', 'Neuralgia']",2009-02
WY,5,0.6407085499473344,"['Tetany', 'Motion Sickness', 'Paralysis']",2009-02
AK,6,0.7338986854580816,"['Stuttering', 'Aphasia']",2009-03
AL,19,0.7410279509601446,"['Amblyopia', 'Seizures']",2009-03
AR,6,0.5738404022364169,"['Obesity', 'Ataxia', 'Amnesia', 'Colic', 'Fatigue', 'Paresis', 'Eructation', 'Dyslexia']",2009-03
AZ,2,0.6477125813161885,"['Cachexia', 'Halitosis']",2009-03
CA,7,0.6203298478074886,"['Dizziness', 'Vocal Cord Paralysis', 'Muscle Cramp', 'Eructation']",2009-03
CO,8,0.6980860591963508,"['Amaurosis Fugax', 'Sleep Disorders', 'Hemoptysis']",2009-03
CT,5,0.7033741937982372,"['Colic', 'Echolalia']",2009-03
DC,15,0.7104902335880341,"['Arthralgia', 'Sciatica', 'Dysgeusia', 'Alien Hand Syndrome', 'Ophthalmoplegia', 'Hot Flashes', 'Sarcopenia']",2009-03
DE,6,0.6479620762094124,"['Nausea', 'Headache']",2009-03
FL,25,0.6710742516313317,"['Intermittent Claudication', 'Catalepsy']",2009-03
GA,5,0.6592234066032207,"['Pallor', 'Paraplegia', 'Mental Retardation']",2009-03
HI,2,0.6765729597142953,"['Hyperemesis Gravidarum', 'Headache', 'Bulimia', 'Cachexia']",2009-03
IA,2,0.7337433718200619,"['Flank Pain', 'Edema', 'Hemianopsia']",2009-03
ID,10,0.6990308797389195,"['Sleep Deprivation', 'Dyspepsia', 'Neck Pain']",2009-03
IL,22,0.6945231050483249,"['Anisocoria', 'Hyperemesis Gravidarum', 'Pelvic Pain', 'Fatigue']",2009-03
IN,14,0.6242021546963112,"['Chills', 'Anoxia', 'Headache', 'Weight Gain']",2009-03
KS,17,0.7709999807946498,"['Dysphonia', 'Birth Weight']",2009-03
KY,15,0.6713260258082778,"['Chills', 'Labor Pain', 'Weight Gain', 'Hoarseness']",2009-03
LA,15,0.7364412218423444,"['Feminization', 'Overweight']",2009-03
MA,8,0.5903111598094544,"['Heart Murmurs', 'Proteinuria', 'Colic', 'Urinary Incontinence', 'Eructation']",2009-03
MD,5,0.6868497704875313,"['Gastroparesis', 'Hemoptysis']",2009-03
ME,6,0.6920414159691056,"['Low Back Pain', 'Spasm', 'Halitosis']",2009-03
MI,7,0.6688912122736751,"['Dystonia', 'Vertigo', 'Halitosis']",2009-03
MN,23,0.6395666976229456,"['Purpura', 'Overweight', 'Lethargy', 'Communication Disorders']",2009-03
MO,5,0.7870346721938178,"['Paralysis', 'Delirium']",2009-03
MS,12,0.6969113171956953,"['Gagging', 'Dyspepsia']",2009-03
MT,11,0.6157054661130607,"['Dysphonia', 'Pallor', 'Gastroparesis']",2009-03
NC,9,0.7378689578188257,"['Mutism', 'Speech Disorders']",2009-03
ND,6,0.6071477501381702,"['Nausea', 'Stuttering', 'Overweight']",2009-03
NE,13,0.7157762376685578,"['Blindness', 'Sleep Disorders', 'Earache', 'Hirsutism']",2009-03
NH,6,0.7615730251466344,"['Earache', 'Cough']",2009-03
NJ,1,0.6702530323254425,"['Coprophagia', 'Hyperphagia', 'Body Weight']",2009-03
NM,18,0.5896175693029364,"['Dyspnea', 'Hypercapnia', 'Shoulder Pain', 'Hemoptysis', 'Dyslexia', 'Presbycusis']",2009-03
NV,11,0.6345120645253435,"['Obesity', 'Proteinuria', 'Fever', 'Apnea', 'Abdominal Pain']",2009-03
NY,7,0.6764434935716875,"['Sleep Disorders', 'Oliguria']",2009-03
OH,9,0.6425292460524716,"['Dizziness', 'Weight Gain', 'Tetany', 'Eye Hemorrhage', 'Scotoma']",2009-03
OK,5,0.6231020426317049,"['Anomia', 'Birth Weight', 'Ataxia', 'Mutism', 'Muscle Cramp', 'Stupor', 'Miosis', 'Bulimia', 'Sarcopenia']",2009-03
OR,12,0.7100465222027214,"['Livedo Reticularis', 'Birth Weight']",2009-03
PA,4,0.6220664848904219,"['Shoulder Pain', 'Morning Sickness']",2009-03
RI,12,0.6790708859963626,"['Weight Loss', 'Hypoventilation']",2009-03
SC,1,0.6325539445615597,"['Gagging', 'Back Pain', 'Pain', 'Tremor', 'Shoulder Pain', 'Pruritus']",2009-03
SD,11,0.7077642041424188,"['Weight Loss', 'Ecchymosis']",2009-03
TN,15,0.6453828273107014,"['Colic', 'Emaciation']",2009-03
TX,10,0.6912759912542958,"['Anisocoria', 'Flatulence']",2009-03
UT,9,0.6722069409427149,"['Apnea', 'Tinnitus', 'Coma']",2009-03
VA,2,0.7049221416201475,"['Muscle Weakness', 'Dysgeusia']",2009-03
VT,3,0.7521890313006847,"['Illusions', 'Dystonia', 'Pallor', 'Dysuria']",2009-03
WA,6,0.6071416036234429,"['Pallor', 'Sleep Disorders', 'Muscle Weakness']",2009-03
WI,17,0.6643626424253036,"['Unconsciousness', 'Korsakoff Syndrome']",2009-03
WV,16,0.8306459672486317,"['Sleep Disorders', 'Dyslexia']",2009-03
WY,4,0.6815975662081327,"['Dystonia', 'Tremor']",2009-03
AK,11,0.6786330472898695,"['Torticollis', 'Illusions']",2009-04
