symptom	state	count
Acute Coronary Syndrome	NV	NoData
Acute Coronary Syndrome	NH	NoData
Acute Coronary Syndrome	NJ	177
Acute Coronary Syndrome	NM	NoData
Acute Coronary Syndrome	NY	177
Acute Coronary Syndrome	NC	177
Acute Coronary Syndrome	ND	NoData
Acute Coronary Syndrome	OH	177
Acute Coronary Syndrome	OK	NoData
Acute Coronary Syndrome	OR	177
Acute Coronary Syndrome	PA	177
Acute Coronary Syndrome	RI	NoData
Acute Coronary Syndrome	SC	177
Acute Coronary Syndrome	SD	NoData
Acute Coronary Syndrome	TN	177
Acute Coronary Syndrome	TX	177
Acute Coronary Syndrome	UT	NoData
Acute Coronary Syndrome	VT	NoData
Acute Coronary Syndrome	VA	177
Acute Coronary Syndrome	WA	177
Acute Coronary Syndrome	WV	NoData
Acute Coronary Syndrome	WI	177
Acute Coronary Syndrome	WY	NoData
Paresis	AL	177
Paresis	AK	NoData
Paresis	AZ	177
Paresis	AR	177
Paresis	CA	177
Paresis	CO	177
Paresis	CT	177
Paresis	DC	177
Paresis	DE	NoData
Paresis	FL	177
Paresis	GA	177
Paresis	HI	NoData
Paresis	ID	NoData
Paresis	IL	177
Paresis	IN	177
Paresis	IA	177
Paresis	KS	177
Paresis	KY	177
Paresis	LA	177
Paresis	ME	177
Paresis	MD	177
Paresis	MA	177
Paresis	MI	177
Paresis	MN	177
Paresis	MS	177
Paresis	MO	177
Paresis	MT	NoData
Paresis	NE	177
Paresis	NV	177
Paresis	NH	NoData
Paresis	NJ	177
Paresis	NM	177
Paresis	NY	177
Paresis	NC	177
Paresis	ND	NoData
Paresis	OH	177
Paresis	OK	177
Paresis	OR	177
Paresis	PA	177
Paresis	RI	NoData
Paresis	SC	177
Paresis	SD	177
Paresis	TN	177
Paresis	TX	177
Paresis	UT	177
Paresis	VT	NoData
Paresis	VA	177
Paresis	WA	177
Paresis	WV	177
Paresis	WI	177
Paresis	WY	NoData
Voice Disorders	AL	NoData
Voice Disorders	AK	NoData
Voice Disorders	AZ	NoData
Voice Disorders	AR	NoData
Voice Disorders	CA	177
Voice Disorders	CO	NoData
Voice Disorders	CT	NoData
Voice Disorders	DC	NoData
Voice Disorders	DE	NoData
Voice Disorders	FL	NoData
Voice Disorders	GA	NoData
Voice Disorders	HI	NoData
Voice Disorders	ID	NoData
Voice Disorders	IL	NoData
Voice Disorders	IN	NoData
Voice Disorders	IA	NoData
Voice Disorders	KS	NoData
Voice Disorders	KY	NoData
Voice Disorders	LA	NoData
Voice Disorders	ME	NoData
Voice Disorders	MD	NoData
Voice Disorders	MA	NoData
Voice Disorders	MI	NoData
Voice Disorders	MN	NoData
Voice Disorders	MS	NoData
Voice Disorders	MO	NoData
Voice Disorders	MT	NoData
Voice Disorders	NE	NoData
Voice Disorders	NV	NoData
Voice Disorders	NH	NoData
Voice Disorders	NJ	NoData
Voice Disorders	NM	NoData
Voice Disorders	NY	177
Voice Disorders	NC	NoData
Voice Disorders	ND	NoData
Voice Disorders	OH	NoData
Voice Disorders	OK	NoData
Voice Disorders	OR	NoData
Voice Disorders	PA	NoData
Voice Disorders	RI	NoData
Voice Disorders	SC	NoData
Voice Disorders	SD	NoData
Voice Disorders	TN	NoData
Voice Disorders	TX	177
Voice Disorders	UT	NoData
Voice Disorders	VT	NoData
Voice Disorders	VA	NoData
Voice Disorders	WA	NoData
Voice Disorders	WV	NoData
Voice Disorders	WI	NoData
Voice Disorders	WY	NoData
Language Development Disorders	AL	NoData
Language Development Disorders	AK	NoData
Language Development Disorders	AZ	NoData
Language Development Disorders	AR	NoData
Language Development Disorders	CA	NoData
Language Development Disorders	CO	NoData
Language Development Disorders	CT	NoData
Language Development Disorders	DC	NoData
Language Development Disorders	DE	NoData
Language Development Disorders	FL	NoData
Language Development Disorders	GA	NoData
Language Development Disorders	HI	NoData
Language Development Disorders	ID	NoData
Language Development Disorders	IL	NoData
Language Development Disorders	IN	NoData
Language Development Disorders	IA	NoData
Language Development Disorders	KS	NoData
Language Development Disorders	KY	NoData
Language Development Disorders	LA	NoData
Language Development Disorders	ME	NoData
Language Development Disorders	MD	NoData
Language Development Disorders	MA	NoData
Language Development Disorders	MI	NoData
Language Development Disorders	MN	NoData
Language Development Disorders	MS	NoData
Language Development Disorders	MO	NoData
Language Development Disorders	MT	NoData
Language Development Disorders	NE	NoData
Language Development Disorders	NV	NoData
Language Development Disorders	NH	NoData
Language Development Disorders	NJ	NoData
Language Development Disorders	NM	NoData
Language Development Disorders	NY	NoData
Language Development Disorders	NC	NoData
Language Development Disorders	ND	NoData
Language Development Disorders	OH	NoData
Language Development Disorders	OK	NoData
Language Development Disorders	OR	NoData
Language Development Disorders	PA	NoData
Language Development Disorders	RI	NoData
Language Development Disorders	SC	NoData
Language Development Disorders	SD	NoData
Language Development Disorders	TN	NoData
Language Development Disorders	TX	NoData
Language Development Disorders	UT	NoData
Language Development Disorders	VT	NoData
Language Development Disorders	VA	NoData
Language Development Disorders	WA	NoData
Language Development Disorders	WV	NoData
Language Development Disorders	WI	NoData
Language Development Disorders	WY	NoData
Sciatica	AL	177
Sciatica	AK	177
Sciatica	AZ	177
Sciatica	AR	177
Sciatica	CA	177
Sciatica	CO	177
Sciatica	CT	177
Sciatica	DC	177
Sciatica	DE	177
Sciatica	FL	177
Sciatica	GA	177
Sciatica	HI	177
Sciatica	ID	177
Sciatica	IL	177
Sciatica	IN	177
Sciatica	IA	177
Sciatica	KS	177
Sciatica	KY	177
Sciatica	LA	177
Sciatica	ME	177
Sciatica	MD	177
Sciatica	MA	177
Sciatica	MI	177
Sciatica	MN	177
Sciatica	MS	177
Sciatica	MO	177
Sciatica	MT	177
Sciatica	NE	177
Sciatica	NV	177
Sciatica	NH	177
Sciatica	NJ	177
Sciatica	NM	177
Sciatica	NY	177
Sciatica	NC	177
Sciatica	ND	177
Sciatica	OH	177
Sciatica	OK	177
Sciatica	OR	177
Sciatica	PA	177
Sciatica	RI	177
Sciatica	SC	177
Sciatica	SD	177
Sciatica	TN	177
Sciatica	TX	177
Sciatica	UT	177
Sciatica	VT	177
Sciatica	VA	177
Sciatica	WA	177
Sciatica	WV	177
Sciatica	WI	177
Sciatica	WY	177
Purpura, Thrombocytopenic, Idiopathic	AL	NoData
Purpura, Thrombocytopenic, Idiopathic	AK	NoData
Purpura, Thrombocytopenic, Idiopathic	AZ	NoData
Purpura, Thrombocytopenic, Idiopathic	AR	NoData
Purpura, Thrombocytopenic, Idiopathic	CA	177
Purpura, Thrombocytopenic, Idiopathic	CO	NoData
Purpura, Thrombocytopenic, Idiopathic	CT	NoData
Purpura, Thrombocytopenic, Idiopathic	DC	NoData
Purpura, Thrombocytopenic, Idiopathic	DE	NoData
Purpura, Thrombocytopenic, Idiopathic	FL	177
Purpura, Thrombocytopenic, Idiopathic	GA	NoData
Purpura, Thrombocytopenic, Idiopathic	HI	NoData
Purpura, Thrombocytopenic, Idiopathic	ID	NoData
Purpura, Thrombocytopenic, Idiopathic	IL	NoData
Purpura, Thrombocytopenic, Idiopathic	IN	NoData
Purpura, Thrombocytopenic, Idiopathic	IA	NoData
Purpura, Thrombocytopenic, Idiopathic	KS	NoData
Purpura, Thrombocytopenic, Idiopathic	KY	NoData
Purpura, Thrombocytopenic, Idiopathic	LA	NoData
Purpura, Thrombocytopenic, Idiopathic	ME	NoData
Purpura, Thrombocytopenic, Idiopathic	MD	NoData
Purpura, Thrombocytopenic, Idiopathic	MA	NoData
Purpura, Thrombocytopenic, Idiopathic	MI	NoData
Purpura, Thrombocytopenic, Idiopathic	MN	NoData
Purpura, Thrombocytopenic, Idiopathic	MS	NoData
Purpura, Thrombocytopenic, Idiopathic	MO	NoData
Purpura, Thrombocytopenic, Idiopathic	MT	NoData
Purpura, Thrombocytopenic, Idiopathic	NE	NoData
Purpura, Thrombocytopenic, Idiopathic	NV	NoData
Purpura, Thrombocytopenic, Idiopathic	NH	NoData
Purpura, Thrombocytopenic, Idiopathic	NJ	NoData
Purpura, Thrombocytopenic, Idiopathic	NM	NoData
Purpura, Thrombocytopenic, Idiopathic	NY	177
Purpura, Thrombocytopenic, Idiopathic	NC	NoData
Purpura, Thrombocytopenic, Idiopathic	ND	NoData
Purpura, Thrombocytopenic, Idiopathic	OH	NoData
Purpura, Thrombocytopenic, Idiopathic	OK	NoData
Purpura, Thrombocytopenic, Idiopathic	OR	NoData
Purpura, Thrombocytopenic, Idiopathic	PA	177
Purpura, Thrombocytopenic, Idiopathic	RI	NoData
Purpura, Thrombocytopenic, Idiopathic	SC	NoData
Purpura, Thrombocytopenic, Idiopathic	SD	NoData
Purpura, Thrombocytopenic, Idiopathic	TN	NoData
Purpura, Thrombocytopenic, Idiopathic	TX	177
Purpura, Thrombocytopenic, Idiopathic	UT	NoData
Purpura, Thrombocytopenic, Idiopathic	VT	NoData
Purpura, Thrombocytopenic, Idiopathic	VA	NoData
Purpura, Thrombocytopenic, Idiopathic	WA	NoData
Purpura, Thrombocytopenic, Idiopathic	WV	NoData
Purpura, Thrombocytopenic, Idiopathic	WI	NoData
Purpura, Thrombocytopenic, Idiopathic	WY	NoData
Illusions	AL	177
Illusions	AK	177
Illusions	AZ	177
Illusions	AR	177
Illusions	CA	177
Illusions	CO	177
Illusions	CT	177
Illusions	DC	177
Illusions	DE	177
Illusions	FL	177
Illusions	GA	177
Illusions	HI	177
Illusions	ID	177
Illusions	IL	177
Illusions	IN	177
Illusions	IA	177
Illusions	KS	177
Illusions	KY	177
Illusions	LA	177
Illusions	ME	177
Illusions	MD	177
Illusions	MA	177
Illusions	MI	177
Illusions	MN	177
Illusions	MS	177
Illusions	MO	177
Illusions	MT	177
Illusions	NE	177
Illusions	NV	177
Illusions	NH	177
Illusions	NJ	177
Illusions	NM	177
Illusions	NY	177
Illusions	NC	177
Illusions	ND	177
Illusions	OH	177
Illusions	OK	177
Illusions	OR	177
Illusions	PA	177
Illusions	RI	177
Illusions	SC	177
Illusions	SD	177
Illusions	TN	177
Illusions	TX	177
Illusions	UT	177
Illusions	VT	177
Illusions	VA	177
Illusions	WA	177
Illusions	WV	177
Illusions	WI	177
Illusions	WY	177
Diplopia	AL	177
Diplopia	AK	NoData
Diplopia	AZ	177
Diplopia	AR	177
Diplopia	CA	177
Diplopia	CO	177
Diplopia	CT	177
Diplopia	DC	177
Diplopia	DE	177
Diplopia	FL	177
Diplopia	GA	177
Diplopia	HI	177
Diplopia	ID	177
Diplopia	IL	177
Diplopia	IN	177
Diplopia	IA	177
Diplopia	KS	177
Diplopia	KY	177
Diplopia	LA	177
Diplopia	ME	177
Diplopia	MD	177
Diplopia	MA	177
Diplopia	MI	177
Diplopia	MN	177
Diplopia	MS	177
Diplopia	MO	177
Diplopia	MT	177
Diplopia	NE	177
Diplopia	NV	177
Diplopia	NH	177
Diplopia	NJ	177
Diplopia	NM	177
Diplopia	NY	177
Diplopia	NC	177
Diplopia	ND	177
Diplopia	OH	177
Diplopia	OK	177
Diplopia	OR	177
Diplopia	PA	177
Diplopia	RI	177
Diplopia	SC	177
Diplopia	SD	177
Diplopia	TN	177
Diplopia	TX	177
Diplopia	UT	177
Diplopia	VT	NoData
Diplopia	VA	177
Diplopia	WA	177
Diplopia	WV	177
Diplopia	WI	177
Diplopia	WY	NoData
Cyanosis	AL	177
Cyanosis	AK	177
Cyanosis	AZ	177
Cyanosis	AR	177
Cyanosis	CA	177
Cyanosis	CO	177
Cyanosis	CT	177
Cyanosis	DC	177
Cyanosis	DE	177
Cyanosis	FL	177
Cyanosis	GA	177
Cyanosis	HI	177
Cyanosis	ID	177
Cyanosis	IL	177
Cyanosis	IN	177
Cyanosis	IA	177
Cyanosis	KS	177
Cyanosis	KY	177
Cyanosis	LA	177
Cyanosis	ME	177
Cyanosis	MD	177
Cyanosis	MA	177
Cyanosis	MI	177
Cyanosis	MN	177
Cyanosis	MS	177
Cyanosis	MO	177
Cyanosis	MT	177
Cyanosis	NE	177
Cyanosis	NV	177
Cyanosis	NH	177
Cyanosis	NJ	177
Cyanosis	NM	177
Cyanosis	NY	177
Cyanosis	NC	177
Cyanosis	ND	177
Cyanosis	OH	177
Cyanosis	OK	177
Cyanosis	OR	177
Cyanosis	PA	177
Cyanosis	RI	177
Cyanosis	SC	177
Cyanosis	SD	177
Cyanosis	TN	177
Cyanosis	TX	177
Cyanosis	UT	177
Cyanosis	VT	NoData
Cyanosis	VA	177
Cyanosis	WA	177
Cyanosis	WV	177
Cyanosis	WI	177
Cyanosis	WY	177
Anorexia	AL	177
Anorexia	AK	177
Anorexia	AZ	177
Anorexia	AR	177
Anorexia	CA	177
Anorexia	CO	177
Anorexia	CT	177
Anorexia	DC	177
Anorexia	DE	177
Anorexia	FL	177
Anorexia	GA	177
Anorexia	HI	177
Anorexia	ID	177
Anorexia	IL	177
Anorexia	IN	177
Anorexia	IA	177
Anorexia	KS	177
Anorexia	KY	177
Anorexia	LA	177
Anorexia	ME	177
Anorexia	MD	177
Anorexia	MA	177
Anorexia	MI	177
Anorexia	MN	177
Anorexia	MS	177
Anorexia	MO	177
Anorexia	MT	177
Anorexia	NE	177
Anorexia	NV	177
Anorexia	NH	177
Anorexia	NJ	177
Anorexia	NM	177
Anorexia	NY	177
Anorexia	NC	177
Anorexia	ND	177
Anorexia	OH	177
Anorexia	OK	177
Anorexia	OR	177
Anorexia	PA	177
Anorexia	RI	177
Anorexia	SC	177
Anorexia	SD	177
Anorexia	TN	177
Anorexia	TX	177
Anorexia	UT	177
Anorexia	VT	177
Anorexia	VA	177
Anorexia	WA	177
Anorexia	WV	177
Anorexia	WI	177
Anorexia	WY	177
Arthralgia	AL	177
Arthralgia	AK	NoData
Arthralgia	AZ	177
Arthralgia	AR	177
Arthralgia	CA	177
Arthralgia	CO	177
Arthralgia	CT	177
Arthralgia	DC	177
Arthralgia	DE	177
Arthralgia	FL	177
Arthralgia	GA	177
Arthralgia	HI	177
Arthralgia	ID	177
Arthralgia	IL	177
Arthralgia	IN	177
Arthralgia	IA	177
Arthralgia	KS	177
Arthralgia	KY	177
Arthralgia	LA	177
Arthralgia	ME	177
Arthralgia	MD	177
Arthralgia	MA	177
Arthralgia	MI	177
Arthralgia	MN	177
Arthralgia	MS	177
Arthralgia	MO	177
Arthralgia	MT	NoData
Arthralgia	NE	177
Arthralgia	NV	177
Arthralgia	NH	177
Arthralgia	NJ	177
Arthralgia	NM	177
Arthralgia	NY	177
Arthralgia	NC	177
Arthralgia	ND	NoData
Arthralgia	OH	177
Arthralgia	OK	177
Arthralgia	OR	177
Arthralgia	PA	177
Arthralgia	RI	177
Arthralgia	SC	177
Arthralgia	SD	NoData
Arthralgia	TN	177
Arthralgia	TX	177
Arthralgia	UT	177
Arthralgia	VT	NoData
Arthralgia	VA	177
Arthralgia	WA	177
Arthralgia	WV	177
Arthralgia	WI	177
Arthralgia	WY	NoData
Hyperkinesis	AL	NoData
Hyperkinesis	AK	NoData
Hyperkinesis	AZ	NoData
Hyperkinesis	AR	NoData
Hyperkinesis	CA	177
Hyperkinesis	CO	NoData
Hyperkinesis	CT	NoData
Hyperkinesis	DC	NoData
Hyperkinesis	DE	NoData
Hyperkinesis	FL	177
Hyperkinesis	GA	NoData
Hyperkinesis	HI	NoData
Hyperkinesis	ID	NoData
Hyperkinesis	IL	177
Hyperkinesis	IN	NoData
Hyperkinesis	IA	NoData
Hyperkinesis	KS	NoData
Hyperkinesis	KY	NoData
Hyperkinesis	LA	NoData
Hyperkinesis	ME	NoData
Hyperkinesis	MD	NoData
Hyperkinesis	MA	NoData
Hyperkinesis	MI	177
Hyperkinesis	MN	NoData
Hyperkinesis	MS	NoData
Hyperkinesis	MO	NoData
Hyperkinesis	MT	NoData
Hyperkinesis	NE	NoData
Hyperkinesis	NV	NoData
Hyperkinesis	NH	NoData
Hyperkinesis	NJ	NoData
Hyperkinesis	NM	NoData
Hyperkinesis	NY	177
Hyperkinesis	NC	NoData
Hyperkinesis	ND	NoData
Hyperkinesis	OH	NoData
Hyperkinesis	OK	NoData
Hyperkinesis	OR	NoData
Hyperkinesis	PA	177
Hyperkinesis	RI	NoData
Hyperkinesis	SC	NoData
Hyperkinesis	SD	NoData
Hyperkinesis	TN	NoData
Hyperkinesis	TX	177
Hyperkinesis	UT	NoData
Hyperkinesis	VT	NoData
Hyperkinesis	VA	NoData
Hyperkinesis	WA	NoData
Hyperkinesis	WV	NoData
Hyperkinesis	WI	NoData
Hyperkinesis	WY	NoData
Color Vision Defects	AL	NoData
Color Vision Defects	AK	NoData
Color Vision Defects	AZ	NoData
Color Vision Defects	AR	NoData
Color Vision Defects	CA	NoData
Color Vision Defects	CO	NoData
Color Vision Defects	CT	NoData
Color Vision Defects	DC	NoData
Color Vision Defects	DE	NoData
Color Vision Defects	FL	NoData
Color Vision Defects	GA	NoData
Color Vision Defects	HI	NoData
Color Vision Defects	ID	NoData
Color Vision Defects	IL	NoData
Color Vision Defects	IN	NoData
Color Vision Defects	IA	NoData
Color Vision Defects	KS	NoData
Color Vision Defects	KY	NoData
Color Vision Defects	LA	NoData
Color Vision Defects	ME	NoData
Color Vision Defects	MD	NoData
Color Vision Defects	MA	NoData
Color Vision Defects	MI	NoData
Color Vision Defects	MN	NoData
Color Vision Defects	MS	NoData
Color Vision Defects	MO	NoData
Color Vision Defects	MT	NoData
Color Vision Defects	NE	NoData
Color Vision Defects	NV	NoData
Color Vision Defects	NH	NoData
Color Vision Defects	NJ	NoData
Color Vision Defects	NM	NoData
Color Vision Defects	NY	NoData
Color Vision Defects	NC	NoData
Color Vision Defects	ND	NoData
Color Vision Defects	OH	NoData
Color Vision Defects	OK	NoData
Color Vision Defects	OR	NoData
Color Vision Defects	PA	NoData
Color Vision Defects	RI	NoData
Color Vision Defects	SC	NoData
Color Vision Defects	SD	NoData
Color Vision Defects	TN	NoData
Color Vision Defects	TX	NoData
Color Vision Defects	UT	NoData
Color Vision Defects	VT	NoData
Color Vision Defects	VA	NoData
Color Vision Defects	WA	NoData
Color Vision Defects	WV	NoData
Color Vision Defects	WI	NoData
Color Vision Defects	WY	NoData
Cachexia	AL	177
Cachexia	AK	NoData
Cachexia	AZ	177
Cachexia	AR	177
Cachexia	CA	177
Cachexia	CO	177
Cachexia	CT	177
Cachexia	DC	177
Cachexia	DE	NoData
Cachexia	FL	177
Cachexia	GA	177
Cachexia	HI	177
Cachexia	ID	177
Cachexia	IL	177
Cachexia	IN	177
Cachexia	IA	177
Cachexia	KS	177
Cachexia	KY	177
Cachexia	LA	177
Cachexia	ME	177
Cachexia	MD	177
Cachexia	MA	177
Cachexia	MI	177
Cachexia	MN	177
Cachexia	MS	177
Cachexia	MO	177
Cachexia	MT	177
Cachexia	NE	177
Cachexia	NV	177
Cachexia	NH	177
Cachexia	NJ	177
Cachexia	NM	177
Cachexia	NY	177
Cachexia	NC	177
Cachexia	ND	177
Cachexia	OH	177
Cachexia	OK	177
Cachexia	OR	177
Cachexia	PA	177
Cachexia	RI	177
Cachexia	SC	177
Cachexia	SD	177
Cachexia	TN	177
Cachexia	TX	177
Cachexia	UT	177
Cachexia	VT	177
Cachexia	VA	177
Cachexia	WA	177
Cachexia	WV	177
Cachexia	WI	177
Cachexia	WY	NoData
Chorea	AL	177
Chorea	AK	NoData
Chorea	AZ	177
Chorea	AR	177
Chorea	CA	177
Chorea	CO	177
Chorea	CT	177
Chorea	DC	177
Chorea	DE	177
Chorea	FL	177
Chorea	GA	177
Chorea	HI	177
Chorea	ID	177
Chorea	IL	177
Chorea	IN	177
Chorea	IA	177
Chorea	KS	177
Chorea	KY	177
Chorea	LA	177
Chorea	ME	177
Chorea	MD	177
Chorea	MA	177
Chorea	MI	177
Chorea	MN	177
Chorea	MS	177
Chorea	MO	177
Chorea	MT	177
Chorea	NE	177
Chorea	NV	177
Chorea	NH	177
Chorea	NJ	177
Chorea	NM	177
Chorea	NY	177
Chorea	NC	177
Chorea	ND	177
Chorea	OH	177
Chorea	OK	177
Chorea	OR	177
Chorea	PA	177
Chorea	RI	177
Chorea	SC	177
Chorea	SD	177
Chorea	TN	177
Chorea	TX	177
Chorea	UT	177
Chorea	VT	177
Chorea	VA	177
Chorea	WA	177
Chorea	WV	177
Chorea	WI	177
Chorea	WY	NoData
Neck Pain	AL	177
Neck Pain	AK	177
Neck Pain	AZ	177
Neck Pain	AR	177
Neck Pain	CA	177
Neck Pain	CO	177
Neck Pain	CT	177
Neck Pain	DC	177
Neck Pain	DE	177
Neck Pain	FL	177
Neck Pain	GA	177
Neck Pain	HI	177
Neck Pain	ID	177
Neck Pain	IL	177
Neck Pain	IN	177
Neck Pain	IA	177
Neck Pain	KS	177
Neck Pain	KY	177
Neck Pain	LA	177
Neck Pain	ME	177
Neck Pain	MD	177
Neck Pain	MA	177
Neck Pain	MI	177
Neck Pain	MN	177
Neck Pain	MS	177
Neck Pain	MO	177
Neck Pain	MT	177
Neck Pain	NE	177
Neck Pain	NV	177
Neck Pain	NH	177
Neck Pain	NJ	177
Neck Pain	NM	177
Neck Pain	NY	177
Neck Pain	NC	177
Neck Pain	ND	177
Neck Pain	OH	177
Neck Pain	OK	177
Neck Pain	OR	177
Neck Pain	PA	177
Neck Pain	RI	177
Neck Pain	SC	177
Neck Pain	SD	177
Neck Pain	TN	177
Neck Pain	TX	177
Neck Pain	UT	177
Neck Pain	VT	177
Neck Pain	VA	177
Neck Pain	WA	177
Neck Pain	WV	177
Neck Pain	WI	177
Neck Pain	WY	177
Confusion	AL	177
Confusion	AK	177
Confusion	AZ	177
Confusion	AR	177
Confusion	CA	177
Confusion	CO	177
Confusion	CT	177
Confusion	DC	177
Confusion	DE	177
Confusion	FL	177
Confusion	GA	177
Confusion	HI	177
Confusion	ID	177
Confusion	IL	177
Confusion	IN	177
Confusion	IA	177
Confusion	KS	177
Confusion	KY	177
Confusion	LA	177
Confusion	ME	177
Confusion	MD	177
Confusion	MA	177
Confusion	MI	177
Confusion	MN	177
Confusion	MS	177
Confusion	MO	177
Confusion	MT	177
Confusion	NE	177
Confusion	NV	177
Confusion	NH	177
Confusion	NJ	177
Confusion	NM	177
Confusion	NY	177
Confusion	NC	177
Confusion	ND	177
Confusion	OH	177
Confusion	OK	177
Confusion	OR	177
Confusion	PA	177
Confusion	RI	177
Confusion	SC	177
Confusion	SD	177
Confusion	TN	177
Confusion	TX	177
Confusion	UT	177
Confusion	VT	177
Confusion	VA	177
Confusion	WA	177
Confusion	WV	177
Confusion	WI	177
Confusion	WY	177
Colic	AL	177
Colic	AK	177
Colic	AZ	177
Colic	AR	177
Colic	CA	177
Colic	CO	177
Colic	CT	177
Colic	DC	177
Colic	DE	177
Colic	FL	177
Colic	GA	177
Colic	HI	177
Colic	ID	177
Colic	IL	177
Colic	IN	177
Colic	IA	177
Colic	KS	177
Colic	KY	177
Colic	LA	177
Colic	ME	177
Colic	MD	177
Colic	MA	177
Colic	MI	177
Colic	MN	177
Colic	MS	177
Colic	MO	177
Colic	MT	177
Colic	NE	177
Colic	NV	177
Colic	NH	177
Colic	NJ	177
Colic	NM	177
Colic	NY	177
Colic	NC	177
Colic	ND	177
Colic	OH	177
Colic	OK	177
Colic	OR	177
Colic	PA	177
Colic	RI	177
Colic	SC	177
Colic	SD	177
Colic	TN	177
Colic	TX	177
Colic	UT	177
Colic	VT	177
Colic	VA	177
Colic	WA	177
Colic	WV	177
Colic	WI	177
Colic	WY	177
Unconsciousness	AL	177
Unconsciousness	AK	NoData
Unconsciousness	AZ	177
Unconsciousness	AR	NoData
Unconsciousness	CA	177
Unconsciousness	CO	177
Unconsciousness	CT	177
Unconsciousness	DC	NoData
Unconsciousness	DE	NoData
Unconsciousness	FL	177
Unconsciousness	GA	177
Unconsciousness	HI	NoData
Unconsciousness	ID	NoData
Unconsciousness	IL	177
Unconsciousness	IN	177
Unconsciousness	IA	NoData
Unconsciousness	KS	177
Unconsciousness	KY	177
Unconsciousness	LA	NoData
Unconsciousness	ME	NoData
Unconsciousness	MD	177
Unconsciousness	MA	177
Unconsciousness	MI	177
Unconsciousness	MN	177
Unconsciousness	MS	NoData
Unconsciousness	MO	177
Unconsciousness	MT	NoData
Unconsciousness	NE	NoData
Unconsciousness	NV	177
Unconsciousness	NH	NoData
Unconsciousness	NJ	177
Unconsciousness	NM	NoData
Unconsciousness	NY	177
Unconsciousness	NC	177
Unconsciousness	ND	NoData
Unconsciousness	OH	177
Unconsciousness	OK	NoData
Unconsciousness	OR	177
Unconsciousness	PA	177
Unconsciousness	RI	NoData
Unconsciousness	SC	NoData
Unconsciousness	SD	NoData
Unconsciousness	TN	177
Unconsciousness	TX	177
Unconsciousness	UT	NoData
Unconsciousness	VT	NoData
Unconsciousness	VA	177
Unconsciousness	WA	177
Unconsciousness	WV	NoData
Unconsciousness	WI	177
Unconsciousness	WY	NoData
Purpura, Thrombotic Thrombocytopenic	AL	NoData
Purpura, Thrombotic Thrombocytopenic	AK	NoData
Purpura, Thrombotic Thrombocytopenic	AZ	NoData
Purpura, Thrombotic Thrombocytopenic	AR	NoData
Purpura, Thrombotic Thrombocytopenic	CA	177
Purpura, Thrombotic Thrombocytopenic	CO	NoData
Purpura, Thrombotic Thrombocytopenic	CT	NoData
Purpura, Thrombotic Thrombocytopenic	DC	NoData
Purpura, Thrombotic Thrombocytopenic	DE	NoData
Purpura, Thrombotic Thrombocytopenic	FL	NoData
Purpura, Thrombotic Thrombocytopenic	GA	NoData
Purpura, Thrombotic Thrombocytopenic	HI	NoData
Purpura, Thrombotic Thrombocytopenic	ID	NoData
Purpura, Thrombotic Thrombocytopenic	IL	NoData
Purpura, Thrombotic Thrombocytopenic	IN	NoData
Purpura, Thrombotic Thrombocytopenic	IA	NoData
Purpura, Thrombotic Thrombocytopenic	KS	NoData
Purpura, Thrombotic Thrombocytopenic	KY	NoData
Purpura, Thrombotic Thrombocytopenic	LA	NoData
Purpura, Thrombotic Thrombocytopenic	ME	NoData
Purpura, Thrombotic Thrombocytopenic	MD	NoData
Purpura, Thrombotic Thrombocytopenic	MA	NoData
Purpura, Thrombotic Thrombocytopenic	MI	NoData
Purpura, Thrombotic Thrombocytopenic	MN	NoData
Purpura, Thrombotic Thrombocytopenic	MS	NoData
Purpura, Thrombotic Thrombocytopenic	MO	NoData
Purpura, Thrombotic Thrombocytopenic	MT	NoData
Purpura, Thrombotic Thrombocytopenic	NE	NoData
Purpura, Thrombotic Thrombocytopenic	NV	NoData
Purpura, Thrombotic Thrombocytopenic	NH	NoData
Purpura, Thrombotic Thrombocytopenic	NJ	NoData
Purpura, Thrombotic Thrombocytopenic	NM	NoData
Purpura, Thrombotic Thrombocytopenic	NY	177
Purpura, Thrombotic Thrombocytopenic	NC	NoData
Purpura, Thrombotic Thrombocytopenic	ND	NoData
Purpura, Thrombotic Thrombocytopenic	OH	NoData
Purpura, Thrombotic Thrombocytopenic	OK	NoData
Purpura, Thrombotic Thrombocytopenic	OR	NoData
Purpura, Thrombotic Thrombocytopenic	PA	NoData
Purpura, Thrombotic Thrombocytopenic	RI	NoData
Purpura, Thrombotic Thrombocytopenic	SC	NoData
Purpura, Thrombotic Thrombocytopenic	SD	NoData
Purpura, Thrombotic Thrombocytopenic	TN	NoData
Purpura, Thrombotic Thrombocytopenic	TX	NoData
Purpura, Thrombotic Thrombocytopenic	UT	NoData
Purpura, Thrombotic Thrombocytopenic	VT	NoData
Purpura, Thrombotic Thrombocytopenic	VA	NoData
Purpura, Thrombotic Thrombocytopenic	WA	NoData
Purpura, Thrombotic Thrombocytopenic	WV	NoData
Purpura, Thrombotic Thrombocytopenic	WI	NoData
Purpura, Thrombotic Thrombocytopenic	WY	NoData
Fever of Unknown Origin	AL	NoData
Fever of Unknown Origin	AK	NoData
Fever of Unknown Origin	AZ	NoData
Fever of Unknown Origin	AR	NoData
